,3291458,5168713,4342679,5215120,3772910,2881664,4989076,4968239,5193748,4899394,5245228,919959,5256430,3534508,5066259,4994610,5236971,5272998,4644231,5176338,2927080,990827,4644237,5305216,5357143
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.66995,0.66097,0.22464,0.64762,0.47437,0.58406,0.59666,0.66489,0.64115,0.52352,0.44819,0.67039,0.57117,0.36655,0.4987,0.45892,0.64131,0.0,0.64278,0.64163,0.26044,0.6472,0.64245,0.66703,0.27958
2,1.0,1.0,0.34459,1.0,0.69571,0.902,0.91835,1.0,1.0,0.8078,0.656,0.99835,0.83416,0.53557,0.76596,0.67392,0.99,0.0,1.0,1.0,0.40026,1.0,1.0,1.0,0.40827
3,1.0,1.0,0.36191,1.0,0.71148,0.91864,0.93534,1.0,1.0,0.8254,0.6706,1.0,0.84957,0.55118,0.78287,0.68949,1.0,0.0,1.0,1.0,0.41714,1.0,1.0,1.0,0.42328
4,1.0,1.0,0.3765,1.0,0.72804,0.93385,0.95062,1.0,1.0,0.84052,0.68727,1.0,0.86636,0.56886,0.79817,0.70651,1.0,0.0,1.0,1.0,0.43201,1.0,1.0,1.0,0.4406
5,1.0,1.0,0.39275,1.0,0.74276,0.94966,0.96638,1.0,1.0,0.85766,0.70279,1.0,0.88187,0.58387,0.81481,0.7222,1.0,0.0,1.0,1.0,0.44852,1.0,1.0,1.0,0.45601
6,1.0,1.0,0.40938,1.0,0.75823,0.96639,0.98415,1.0,1.0,0.87399,0.71766,1.0,0.89742,0.59889,0.83119,0.73767,1.0,0.0,1.0,1.0,0.46577,1.0,1.0,1.0,0.47126
7,1.0,1.0,0.42487,1.0,0.77552,0.97734,0.98879,1.0,1.0,0.88955,0.73533,1.0,0.91417,0.61589,0.8463,0.75464,1.0,0.0,1.0,1.0,0.48114,1.0,1.0,1.0,0.48852
