READ SERR 1
@191-25.pco
!
0.100062184 6.21847212E-5 1.88520944
0.100186631 6.22620573E-5 1.8872087
0.100311235 6.23394953E-5 1.88921249
0.100435987 6.24170207E-5 1.89122093
0.100560904 6.24946479E-5 1.89323401
0.100685969 6.25723769E-5 1.89525187
0.100811191 6.26501933E-5 1.89727426
0.100936569 6.27281115E-5 1.89930141
0.101062104 6.28061316E-5 1.90133333
0.101187795 6.2884239E-5 1.9033699
0.101313643 6.29624483E-5 1.90541112
0.10143964 6.30407521E-5 1.90745711
0.101565801 6.31191579E-5 1.90950787
0.101692118 6.31976582E-5 1.9115634
0.101818591 6.32762603E-5 1.91362369
0.101945229 6.33549571E-5 1.91568863
0.102072015 6.34337484E-5 1.91775846
0.102198958 6.35126416E-5 1.92028165
0.102326065 6.35916294E-5 1.92354655
0.102453329 6.36707191E-5 1.92681909
0.102580748 6.37499033E-5 1.93009913
0.102708325 6.38291895E-5 1.93338668
0.102836065 6.39085774E-5 1.93668199
0.102963962 6.398806E-5 1.9399848
0.103092015 6.40676371E-5 1.94329524
0.103220232 6.41473234E-5 1.94661343
0.103348605 6.4227097E-5 1.94993913
0.103477143 6.43069798E-5 1.95327258
0.103605837 6.43869571E-5 1.95661378
0.103734687 6.44670363E-5 1.95996261
0.103863701 6.45472101E-5 1.96331918
0.103992879 6.4627493E-5 1.96668351
0.104122214 6.47078632E-5 1.97005558
0.104251713 6.47883426E-5 1.97343552
0.104381368 6.48689165E-5 1.97682309
0.104511186 6.49495996E-5 1.98021865
0.104641162 6.50303773E-5 1.98362184
0.104771309 6.51112496E-5 1.98703301
0.104901612 6.5192231E-5 1.99045205
0.105032079 6.5273307E-5 1.99387884
0.105162703 6.53544921E-5 1.99731362
0.10529349 6.54357718E-5 2.00075626
0.105424449 6.55171534E-5 2.0042069
0.105555564 6.55986369E-5 2.0076654
0.105686843 6.56802222E-5 2.01113176
0.105818287 6.57619094E-5 2.01460624
