,alive,dead,percent,b,z,tage,Lx,dincl,inclination
54-40.0-0.txt,49.9689445,0.0,1.0,0.03010794869693643,0.002,10.0,2.4981279412388737e+41,40.0,0
54-45.0-40.2.txt,26.816135659999972,23.100048357000023,0.5372232711312063,0.03010794869693643,0.002,10.0,2.4981279412388737e+41,45.0,40.2
54-45.0-0.txt,48.33669166,0.621847840999997,0.9872984805646153,0.03010794869693643,0.002,10.0,2.4981279412388737e+41,45.0,0
55-5.0-0.txt,49.9689445,0.0,1.0,0.6453178304384519,0.002,10.0,6.255960812141224e+39,5.0,0
55-5.0-11.54.txt,5.427579143000003,44.51691624699999,0.10867221904271608,0.6453178304384519,0.002,10.0,6.255960812141224e+39,5.0,11.54
55-10.0-36.24.txt,0.0,49.9689445,0.0,0.6453178304384519,0.002,10.0,6.255960812141224e+39,10.0,36.24
55-10.0-0.txt,24.087785288999964,25.849743199000038,0.48235837892514577,0.6453178304384519,0.002,10.0,6.255960812141224e+39,10.0,0
55-15.0-73.61.txt,0.0,49.9689445,0.0,0.6453178304384519,0.002,10.0,6.255960812141224e+39,15.0,73.61
55-15.0-0.txt,14.959379250999989,34.960501480000005,0.2996677682707341,0.6453178304384519,0.002,10.0,6.255960812141224e+39,15.0,0
55-20.0-39.65.txt,0.0,49.9689445,0.0,0.6453178304384519,0.002,10.0,6.255960812141224e+39,20.0,39.65
55-20.0-0.txt,11.31857253299998,38.62105684100002,0.22664510479712838,0.6453178304384519,0.002,10.0,6.255960812141224e+39,20.0,0
55-25.0-0.txt,8.59531189800001,41.35577988099999,0.17207455516745232,0.6453178304384519,0.002,10.0,6.255960812141224e+39,25.0,0
55-25.0-33.41.txt,0.0,49.9689445,0.0,0.6453178304384519,0.002,10.0,6.255960812141224e+39,25.0,33.41
55-30.0-66.49.txt,0.0,49.9689445,0.0,0.6453178304384519,0.002,10.0,6.255960812141224e+39,30.0,66.49
55-30.0-0.txt,7.317614994999996,42.640781630999996,0.14647417629875792,0.6453178304384519,0.002,10.0,6.255960812141224e+39,30.0,0
55-35.0-0.txt,6.2962524759999745,43.605603344000016,0.12617271186689055,0.6453178304384519,0.002,10.0,6.255960812141224e+39,35.0,0
55-35.0-15.41.txt,6.996500135999965,42.91416873600004,0.14018045227851106,0.6453178304384519,0.002,10.0,6.255960812141224e+39,35.0,15.41
55-40.0-84.32.txt,0.0,49.9689445,0.0,0.6453178304384519,0.002,10.0,6.255960812141224e+39,40.0,84.32
55-40.0-0.txt,5.2307856559999735,44.18235589700002,0.10585818856284396,0.6453178304384519,0.002,10.0,6.255960812141224e+39,40.0,0
55-45.0-51.05.txt,2.8487276800000236,47.05810781699997,0.05708091189575157,0.6453178304384519,0.002,10.0,6.255960812141224e+39,45.0,51.05
55-45.0-0.txt,4.593312432999994,44.822896062,0.09295153499007826,0.6453178304384519,0.002,10.0,6.255960812141224e+39,45.0,0
56-5.0-0.txt,49.9689445,0.0,1.0,0.9698762144155559,0.002,10.0,6.56951324946844e+39,5.0,0
56-5.0-38.8.txt,0.0,49.9689445,0.0,0.9698762144155559,0.002,10.0,6.56951324946844e+39,5.0,38.8
56-10.0-0.txt,24.421826862999954,25.51328717500005,0.48907121438463613,0.9698762144155559,0.002,10.0,6.56951324946844e+39,10.0,0
56-10.0-41.42.txt,0.0,49.9689445,0.0,0.9698762144155559,0.002,10.0,6.56951324946844e+39,10.0,41.42
56-15.0-0.txt,15.290453873999976,34.62812622400002,0.30630786861288534,0.9698762144155559,0.002,10.0,6.56951324946844e+39,15.0,0
56-15.0-16.13.txt,14.439910883000035,35.47491391599996,0.2892910260858879,0.9698762144155559,0.002,10.0,6.56951324946844e+39,15.0,16.13
56-20.0-78.28.txt,0.0,49.9689445,0.0,0.9698762144155559,0.002,10.0,6.56951324946844e+39,20.0,78.28
56-20.0-0.txt,11.448812077999975,38.489851194000025,0.2292574796334043,0.9698762144155559,0.002,10.0,6.56951324946844e+39,20.0,0
56-25.0-46.24.txt,0.0,49.9689445,0.0,0.9698762144155559,0.002,10.0,6.56951324946844e+39,25.0,46.24
56-25.0-0.txt,8.869214164000002,41.081109921999996,0.17756069307437894,0.9698762144155559,0.002,10.0,6.56951324946844e+39,25.0,0
56-30.0-73.2.txt,0.0,49.9689445,0.0,0.9698762144155559,0.002,10.0,6.56951324946844e+39,30.0,73.2
56-30.0-0.txt,7.4460707539999955,42.511795615,0.14904701291687777,0.9698762144155559,0.002,10.0,6.56951324946844e+39,30.0,0
56-35.0-35.65.txt,9.761082122000026,40.14011246099998,0.19560818540655467,0.9698762144155559,0.002,10.0,6.56951324946844e+39,35.0,35.65
56-35.0-0.txt,6.371690890999977,43.529621335000016,0.1276858384433455,0.9698762144155559,0.002,10.0,6.56951324946844e+39,35.0,0
56-40.0-82.84.txt,0.0,49.9689445,0.0,0.9698762144155559,0.002,10.0,6.56951324946844e+39,40.0,82.84
56-40.0-0.txt,5.283643542999971,44.12922126600002,0.10692850057213471,0.9698762144155559,0.002,10.0,6.56951324946844e+39,40.0,0
56-45.0-0.txt,4.621575326999992,44.794352624000005,0.09352400164543441,0.9698762144155559,0.002,10.0,6.56951324946844e+39,45.0,0
56-45.0-54.93.txt,0.0,49.9689445,0.0,0.9698762144155559,0.002,10.0,6.56951324946844e+39,45.0,54.93
57-5.0-57.63.txt,0.0,49.9689445,0.0,0.013501053206335096,0.002,10.0,8.475696384094888e+40,5.0,57.63
57-5.0-0.txt,49.9689445,0.0,1.0,0.013501053206335096,0.002,10.0,8.475696384094888e+40,5.0,0
57-10.0-0.txt,49.9689445,0.0,1.0,0.013501053206335096,0.002,10.0,8.475696384094888e+40,10.0,0
57-10.0-50.95.txt,0.0,49.9689445,0.0,0.013501053206335096,0.002,10.0,8.475696384094888e+40,10.0,50.95
57-15.0-0.txt,49.9689445,0.0,1.0,0.013501053206335096,0.002,10.0,8.475696384094888e+40,15.0,0
57-15.0-44.17.txt,4.2062104829999925,45.748963586,0.08419969625549124,0.013501053206335096,0.002,10.0,8.475696384094888e+40,15.0,44.17
57-20.0-0.txt,49.9689445,0.0,1.0,0.013501053206335096,0.002,10.0,8.475696384094888e+40,20.0,0
57-20.0-71.65.txt,0.0,49.9689445,0.0,0.013501053206335096,0.002,10.0,8.475696384094888e+40,20.0,71.65
57-25.0-0.txt,49.9689445,0.0,1.0,0.013501053206335096,0.002,10.0,8.475696384094888e+40,25.0,0
57-25.0-36.6.txt,20.69820756099999,29.21754466300001,0.41466283966062484,0.013501053206335096,0.002,10.0,8.475696384094888e+40,25.0,36.6
57-30.0-0.txt,44.990646130999934,4.4331481590000585,0.9103033625263971,0.013501053206335096,0.002,10.0,8.475696384094888e+40,30.0,0
57-30.0-10.09.txt,36.44565384999998,13.497856337000021,0.7297375317341344,0.013501053206335096,0.002,10.0,8.475696384094888e+40,30.0,10.09
57-35.0-65.35.txt,0.0,49.9689445,0.0,0.013501053206335096,0.002,10.0,8.475696384094888e+40,35.0,65.35
57-35.0-0.txt,32.81754273599994,17.463015570000056,0.6526885110598267,0.013501053206335096,0.002,10.0,8.475696384094888e+40,35.0,0
57-40.0-0.txt,26.74749800199993,23.176196501000067,0.535767600300347,0.013501053206335096,0.002,10.0,8.475696384094888e+40,40.0,0
57-40.0-31.04.txt,24.48563624599998,25.452703592000017,0.49031738590893087,0.013501053206335096,0.002,10.0,8.475696384094888e+40,40.0,31.04
57-45.0-0.txt,23.017941123999947,26.92421657400005,0.4608920035691957,0.013501053206335096,0.002,10.0,8.475696384094888e+40,45.0,0
57-45.0-74.87.txt,0.0,49.9689445,0.0,0.013501053206335096,0.002,10.0,8.475696384094888e+40,45.0,74.87
58-5.0-0.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,6.178232338410983e+42,5.0,0
58-5.0-6.37.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,6.178232338410983e+42,5.0,6.37
58-10.0-29.89.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,6.178232338410983e+42,10.0,29.89
58-10.0-0.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,6.178232338410983e+42,10.0,0
58-15.0-0.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,6.178232338410983e+42,15.0,0
58-15.0-55.44.txt,37.44554290099997,12.48814393400003,0.7499054300703725,0.0032,0.002,10.0,6.178232338410983e+42,15.0,55.44
58-20.0-17.74.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,6.178232338410983e+42,20.0,17.74
58-20.0-0.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,6.178232338410983e+42,20.0,0
58-25.0-41.33.txt,47.183998177999975,2.7336499190000296,0.9452368045528107,0.0032,0.002,10.0,6.178232338410983e+42,25.0,41.33
58-25.0-0.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,6.178232338410983e+42,25.0,0
58-30.0-79.81.txt,17.24984946700001,32.697926096999986,0.3453577115741044,0.0032,0.002,10.0,6.178232338410983e+42,30.0,79.81
58-30.0-0.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,6.178232338410983e+42,30.0,0
58-35.0-74.06.txt,21.189190733999993,28.71932649900001,0.42456061427506187,0.0032,0.002,10.0,6.178232338410983e+42,35.0,74.06
58-35.0-0.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,6.178232338410983e+42,35.0,0
58-40.0-0.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,6.178232338410983e+42,40.0,0
58-40.0-41.33.txt,35.62281461399998,14.328738877000022,0.7131472822045125,0.0032,0.002,10.0,6.178232338410983e+42,40.0,41.33
58-45.0-0.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,6.178232338410983e+42,45.0,0
58-45.0-11.23.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,6.178232338410983e+42,45.0,11.23
59-5.0-0.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,9.051359062293532e+42,5.0,0
59-5.0-38.86.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,9.051359062293532e+42,5.0,38.86
59-10.0-9.36.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,9.051359062293532e+42,10.0,9.36
59-10.0-0.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,9.051359062293532e+42,10.0,0
59-15.0-0.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,9.051359062293532e+42,15.0,0
59-15.0-87.75.txt,0.0,49.9689445,0.0,0.0032,0.002,10.0,9.051359062293532e+42,15.0,87.75
59-20.0-0.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,9.051359062293532e+42,20.0,0
59-20.0-52.08.txt,42.077422831999975,8.70125572200002,0.828643517913788,0.0032,0.002,10.0,9.051359062293532e+42,20.0,52.08
59-25.0-0.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,9.051359062293532e+42,25.0,0
59-25.0-23.83.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,9.051359062293532e+42,25.0,23.83
59-30.0-0.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,9.051359062293532e+42,30.0,0
59-30.0-41.37.txt,44.43765716599997,6.367405205000027,0.8746698673745827,0.0032,0.002,10.0,9.051359062293532e+42,30.0,41.37
59-35.0-0.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,9.051359062293532e+42,35.0,0
59-35.0-41.78.txt,39.106606568999965,10.808823490000032,0.7834572700821367,0.0032,0.002,10.0,9.051359062293532e+42,35.0,41.78
59-40.0-0.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,9.051359062293532e+42,40.0,0
59-40.0-14.37.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,9.051359062293532e+42,40.0,14.37
59-45.0-0.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,9.051359062293532e+42,45.0,0
59-45.0-38.15.txt,37.132984504999975,12.803895723000027,0.743598405336087,0.0032,0.002,10.0,9.051359062293532e+42,45.0,38.15
60-5.0-82.99.txt,0.0,49.9689445,0.0,0.08631541438800175,0.002,10.0,9.052548363292003e+40,5.0,82.99
60-5.0-0.txt,49.9689445,0.0,1.0,0.08631541438800175,0.002,10.0,9.052548363292003e+40,5.0,0
60-10.0-0.txt,49.9689445,0.0,1.0,0.08631541438800175,0.002,10.0,9.052548363292003e+40,10.0,0
60-10.0-24.22.txt,49.9689445,0.0,1.0,0.08631541438800175,0.002,10.0,9.052548363292003e+40,10.0,24.22
60-15.0-60.84.txt,0.0,49.9689445,0.0,0.08631541438800175,0.002,10.0,9.052548363292003e+40,15.0,60.84
60-15.0-0.txt,49.9689445,0.0,1.0,0.08631541438800175,0.002,10.0,9.052548363292003e+40,15.0,0
60-20.0-10.55.txt,49.9689445,0.0,1.0,0.08631541438800175,0.002,10.0,9.052548363292003e+40,20.0,10.55
60-20.0-0.txt,49.9689445,0.0,1.0,0.08631541438800175,0.002,10.0,9.052548363292003e+40,20.0,0
60-25.0-26.75.txt,35.38258346299998,14.570053462000018,0.7083226360226824,0.08631541438800175,0.002,10.0,9.052548363292003e+40,25.0,26.75
60-25.0-0.txt,49.9689445,0.0,1.0,0.08631541438800175,0.002,10.0,9.052548363292003e+40,25.0,0
60-30.0-27.48.txt,32.93858358499998,16.976152311000014,0.6598969821983887,0.08631541438800175,0.002,10.0,9.052548363292003e+40,30.0,27.48
60-30.0-0.txt,49.9689445,0.0,1.0,0.08631541438800175,0.002,10.0,9.052548363292003e+40,30.0,0
60-35.0-26.55.txt,32.239162699,17.683127862,0.6457869287789789,0.08631541438800175,0.002,10.0,9.052548363292003e+40,35.0,26.55
60-35.0-0.txt,49.9689445,0.0,1.0,0.08631541438800175,0.002,10.0,9.052548363292003e+40,35.0,0
60-40.0-0.txt,49.9689445,0.0,1.0,0.08631541438800175,0.002,10.0,9.052548363292003e+40,40.0,0
60-40.0-2.47.txt,47.39287174999996,2.5284065680000354,0.9493521269248353,0.08631541438800175,0.002,10.0,9.052548363292003e+40,40.0,2.47
60-45.0-83.03.txt,6.653234897000019,43.277588379999976,0.13324905259602934,0.08631541438800175,0.002,10.0,9.052548363292003e+40,45.0,83.03
60-45.0-0.txt,38.57784809699994,11.73238512600006,0.7667992300096028,0.08631541438800175,0.002,10.0,9.052548363292003e+40,45.0,0
61-5.0-30.73.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,4.271337805813744e+42,5.0,30.73
61-5.0-0.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,4.271337805813744e+42,5.0,0
61-10.0-6.23.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,4.271337805813744e+42,10.0,6.23
61-10.0-0.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,4.271337805813744e+42,10.0,0
61-15.0-0.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,4.271337805813744e+42,15.0,0
61-15.0-50.59.txt,41.28861647599998,9.42235666500002,0.8141949151951492,0.0032,0.002,10.0,4.271337805813744e+42,15.0,50.59
61-20.0-56.45.txt,30.241442735,19.701113942,0.6055245215134744,0.0032,0.002,10.0,4.271337805813744e+42,20.0,56.45
61-20.0-0.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,4.271337805813744e+42,20.0,0
61-25.0-0.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,4.271337805813744e+42,25.0,0
61-25.0-69.42.txt,20.94627734399998,28.966922162000017,0.41965407049255693,0.0032,0.002,10.0,4.271337805813744e+42,25.0,69.42
61-30.0-0.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,4.271337805813744e+42,30.0,0
61-30.0-27.19.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,4.271337805813744e+42,30.0,27.19
61-35.0-0.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,4.271337805813744e+42,35.0,0
61-35.0-5.02.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,4.271337805813744e+42,35.0,5.02
61-40.0-0.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,4.271337805813744e+42,40.0,0
61-40.0-15.96.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,4.271337805813744e+42,40.0,15.96
61-45.0-75.49.txt,26.80044845900003,23.363480543999966,0.5342573636406602,0.0032,0.002,10.0,4.271337805813744e+42,45.0,75.49
61-45.0-0.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,4.271337805813744e+42,45.0,0
62-5.0-54.66.txt,37.81953059399996,12.10830319100004,0.7574839068095564,0.026648088768336783,0.002,10.0,3.1925353998740145e+41,5.0,54.66
62-5.0-0.txt,49.9689445,0.0,1.0,0.026648088768336783,0.002,10.0,3.1925353998740145e+41,5.0,0
62-10.0-0.txt,49.9689445,0.0,1.0,0.026648088768336783,0.002,10.0,3.1925353998740145e+41,10.0,0
62-10.0-25.05.txt,49.9689445,0.0,1.0,0.026648088768336783,0.002,10.0,3.1925353998740145e+41,10.0,25.05
62-15.0-0.txt,49.9689445,0.0,1.0,0.026648088768336783,0.002,10.0,3.1925353998740145e+41,15.0,0
62-15.0-29.64.txt,49.9689445,0.0,1.0,0.026648088768336783,0.002,10.0,3.1925353998740145e+41,15.0,29.64
62-20.0-0.txt,49.9689445,0.0,1.0,0.026648088768336783,0.002,10.0,3.1925353998740145e+41,20.0,0
62-20.0-72.53.txt,0.0,49.9689445,0.0,0.026648088768336783,0.002,10.0,3.1925353998740145e+41,20.0,72.53
62-25.0-0.txt,49.9689445,0.0,1.0,0.026648088768336783,0.002,10.0,3.1925353998740145e+41,25.0,0
62-25.0-69.0.txt,7.8979902340000185,42.020101519999976,0.1582189934848049,0.026648088768336783,0.002,10.0,3.1925353998740145e+41,25.0,69.0
62-30.0-8.98.txt,49.9689445,0.0,1.0,0.026648088768336783,0.002,10.0,3.1925353998740145e+41,30.0,8.98
62-30.0-0.txt,49.9689445,0.0,1.0,0.026648088768336783,0.002,10.0,3.1925353998740145e+41,30.0,0
62-35.0-0.txt,49.9689445,0.0,1.0,0.026648088768336783,0.002,10.0,3.1925353998740145e+41,35.0,0
62-35.0-13.7.txt,46.00966575599994,4.8106462850000575,0.9053400876185295,0.026648088768336783,0.002,10.0,3.1925353998740145e+41,35.0,13.7
62-40.0-0.txt,49.9689445,0.0,1.0,0.026648088768336783,0.002,10.0,3.1925353998740145e+41,40.0,0
62-40.0-36.22.txt,29.324975443,20.626372860000004,0.5870707486235919,0.026648088768336783,0.002,10.0,3.1925353998740145e+41,40.0,36.22
62-45.0-0.txt,49.9689445,0.0,1.0,0.026648088768336783,0.002,10.0,3.1925353998740145e+41,45.0,0
62-45.0-7.94.txt,42.545095943999975,8.242674166000024,0.8377035623311003,0.026648088768336783,0.002,10.0,3.1925353998740145e+41,45.0,7.94
63-5.0-0.txt,49.9689445,0.0,1.0,0.9750484727218344,0.002,10.0,6.723486436296697e+39,5.0,0
63-5.0-49.56.txt,0.0,49.9689445,0.0,0.9750484727218344,0.002,10.0,6.723486436296697e+39,5.0,49.56
63-10.0-0.txt,24.53903456099995,25.394968044000045,0.4914293523616472,0.9750484727218344,0.002,10.0,6.723486436296697e+39,10.0,0
63-10.0-41.93.txt,0.0,49.9689445,0.0,0.9750484727218344,0.002,10.0,6.723486436296697e+39,10.0,41.93
63-15.0-73.03.txt,0.0,49.9689445,0.0,0.9750484727218344,0.002,10.0,6.723486436296697e+39,15.0,73.03
63-15.0-0.txt,15.452323143999978,34.465610273000024,0.3095545445544737,0.9750484727218344,0.002,10.0,6.723486436296697e+39,15.0,0
63-20.0-0.txt,11.455511871999974,38.48267015200002,0.2293938507111557,0.9750484727218344,0.002,10.0,6.723486436296697e+39,20.0,0
63-20.0-0.17.txt,11.459532905999971,38.48009646800002,0.2294677203184478,0.9750484727218344,0.002,10.0,6.723486436296697e+39,20.0,0.17
63-25.0-41.23.txt,0.0,49.9689445,0.0,0.9750484727218344,0.002,10.0,6.723486436296697e+39,25.0,41.23
63-25.0-0.txt,8.913221693000006,41.03684713599999,0.17844263085029366,0.9750484727218344,0.002,10.0,6.723486436296697e+39,25.0,0
63-30.0-31.8.txt,9.572994705000024,40.33021129599997,0.19183125638878176,0.9750484727218344,0.002,10.0,6.723486436296697e+39,30.0,31.8
63-30.0-0.txt,7.5296643249999935,42.427937414000006,0.15072109274456766,0.9750484727218344,0.002,10.0,6.723486436296697e+39,30.0,0
63-35.0-0.txt,6.399322898999975,43.50171803600003,0.12824026872176056,0.9750484727218344,0.002,10.0,6.723486436296697e+39,35.0,0
63-35.0-43.81.txt,0.0,49.9689445,0.0,0.9750484727218344,0.002,10.0,6.723486436296697e+39,35.0,43.81
63-40.0-0.txt,5.352048034999972,44.06054037200002,0.10831345225059649,0.9750484727218344,0.002,10.0,6.723486436296697e+39,40.0,0
63-40.0-15.76.txt,5.847840694999969,44.05854087400003,0.11717621096041217,0.9750484727218344,0.002,10.0,6.723486436296697e+39,40.0,15.76
63-45.0-0.txt,4.734751627999993,44.680896122,0.09581482472826623,0.9750484727218344,0.002,10.0,6.723486436296697e+39,45.0,0
63-45.0-43.37.txt,10.099849539000026,39.85953265199997,0.20216121769455103,0.9750484727218344,0.002,10.0,6.723486436296697e+39,45.0,43.37
64-5.0-19.69.txt,0.0,49.9689445,0.0,0.8549958942200481,0.002,10.0,7.329390456911663e+39,5.0,19.69
64-5.0-0.txt,49.9689445,0.0,1.0,0.8549958942200481,0.002,10.0,7.329390456911663e+39,5.0,0
64-10.0-36.29.txt,0.0,49.9689445,0.0,0.8549958942200481,0.002,10.0,7.329390456911663e+39,10.0,36.29
64-10.0-0.txt,25.660994265999935,24.267140731000065,0.5139585980438046,0.8549958942200481,0.002,10.0,7.329390456911663e+39,10.0,0
64-15.0-70.25.txt,0.0,49.9689445,0.0,0.8549958942200481,0.002,10.0,7.329390456911663e+39,15.0,70.25
64-15.0-0.txt,16.030734557999978,33.88400133800002,0.3211623635833888,0.8549958942200481,0.002,10.0,7.329390456911663e+39,15.0,0
64-20.0-14.4.txt,19.280468370000023,30.649152066999978,0.38615291286517306,0.8549958942200481,0.002,10.0,7.329390456911663e+39,20.0,14.4
64-20.0-0.txt,11.925676265999954,38.01035485000004,0.23881906510144835,0.8549958942200481,0.002,10.0,7.329390456911663e+39,20.0,0
64-25.0-0.txt,9.381276182999988,40.56701467000001,0.18781976365536696,0.8549958942200481,0.002,10.0,7.329390456911663e+39,25.0,0
64-25.0-37.35.txt,0.0,49.9689445,0.0,0.8549958942200481,0.002,10.0,7.329390456911663e+39,25.0,37.35
64-30.0-34.98.txt,6.271575958000013,43.66412041599998,0.12559304091862897,0.8549958942200481,0.002,10.0,7.329390456911663e+39,30.0,34.98
64-30.0-0.txt,7.753724053000006,42.20255946999999,0.15521018591045055,0.8549958942200481,0.002,10.0,7.329390456911663e+39,30.0,0
64-35.0-23.24.txt,9.292657520999988,40.654306943000016,0.1860504961757547,0.8549958942200481,0.002,10.0,7.329390456911663e+39,35.0,23.24
64-35.0-0.txt,6.757401525999983,43.20447401500002,0.13525115806460639,0.8549958942200481,0.002,10.0,7.329390456911663e+39,35.0,0
64-40.0-0.txt,5.788439508999975,44.11560424900002,0.11599139214188517,0.8549958942200481,0.002,10.0,7.329390456911663e+39,40.0,0
64-40.0-79.77.txt,0.0,49.9689445,0.0,0.8549958942200481,0.002,10.0,7.329390456911663e+39,40.0,79.77
64-45.0-78.05.txt,0.0,49.9689445,0.0,0.8549958942200481,0.002,10.0,7.329390456911663e+39,45.0,78.05
64-45.0-0.txt,4.903616792999978,44.511192439000006,0.09923374933975258,0.8549958942200481,0.002,10.0,7.329390456911663e+39,45.0,0
65-5.0-0.txt,49.9689445,0.0,1.0,0.8907370094198422,0.002,10.0,6.947455654348773e+39,5.0,0
65-5.0-26.54.txt,0.0,49.9689445,0.0,0.8907370094198422,0.002,10.0,6.947455654348773e+39,5.0,26.54
65-10.0-0.txt,25.147066769999956,24.784741781000044,0.5036281981317564,0.8907370094198422,0.002,10.0,6.947455654348773e+39,10.0,0
65-10.0-42.04.txt,0.0,49.9689445,0.0,0.8907370094198422,0.002,10.0,6.947455654348773e+39,10.0,42.04
65-15.0-69.14.txt,0.0,49.9689445,0.0,0.8907370094198422,0.002,10.0,6.947455654348773e+39,15.0,69.14
65-15.0-0.txt,15.695941195999975,34.22070605700002,0.31444301770601485,0.8907370094198422,0.002,10.0,6.947455654348773e+39,15.0,0
65-20.0-0.txt,11.59748879899997,38.33997357300003,0.23224025106855845,0.8907370094198422,0.002,10.0,6.947455654348773e+39,20.0,0
65-20.0-28.13.txt,0.0,49.9689445,0.0,0.8907370094198422,0.002,10.0,6.947455654348773e+39,20.0,28.13
65-25.0-74.75.txt,0.0,49.9689445,0.0,0.8907370094198422,0.002,10.0,6.947455654348773e+39,25.0,74.75
65-25.0-0.txt,9.215726753000002,40.733578183,0.1845016014698924,0.8907370094198422,0.002,10.0,6.947455654348773e+39,25.0,0
65-30.0-0.txt,7.625959273999999,42.331114189,0.15265024040385508,0.8907370094198422,0.002,10.0,6.947455654348773e+39,30.0,0
65-30.0-21.72.txt,12.13920988600001,37.813063117,0.24301616635685347,0.8907370094198422,0.002,10.0,6.947455654348773e+39,30.0,21.72
65-35.0-0.txt,6.5602726479999784,43.34049734000002,0.13146636113185378,0.8907370094198422,0.002,10.0,6.947455654348773e+39,35.0,0
65-35.0-4.92.txt,6.707681452999954,43.215566042000034,0.13435987820447287,0.8907370094198422,0.002,10.0,6.947455654348773e+39,35.0,4.92
65-40.0-0.txt,5.477936431999968,43.93437593100003,0.11086177047852255,0.8907370094198422,0.002,10.0,6.947455654348773e+39,40.0,0
65-40.0-75.37.txt,0.0,49.9689445,0.0,0.8907370094198422,0.002,10.0,6.947455654348773e+39,40.0,75.37
65-45.0-52.51.txt,0.0,49.9689445,0.0,0.8907370094198422,0.002,10.0,6.947455654348773e+39,45.0,52.51
65-45.0-0.txt,4.860086845999981,44.55528104500001,0.0983517284890061,0.8907370094198422,0.002,10.0,6.947455654348773e+39,45.0,0
66-5.0-0.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,6.453030371342801e+42,5.0,0
66-5.0-52.93.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,6.453030371342801e+42,5.0,52.93
66-10.0-12.45.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,6.453030371342801e+42,10.0,12.45
66-10.0-0.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,6.453030371342801e+42,10.0,0
66-15.0-0.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,6.453030371342801e+42,15.0,0
66-15.0-14.03.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,6.453030371342801e+42,15.0,14.03
66-20.0-0.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,6.453030371342801e+42,20.0,0
66-20.0-75.16.txt,17.569887358000003,32.375460866999994,0.3517822576558881,0.0032,0.002,10.0,6.453030371342801e+42,20.0,75.16
66-25.0-6.54.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,6.453030371342801e+42,25.0,6.54
66-25.0-0.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,6.453030371342801e+42,25.0,0
66-30.0-0.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,6.453030371342801e+42,30.0,0
66-30.0-63.7.txt,26.571937937999973,23.348045964000022,0.5322905950884209,0.0032,0.002,10.0,6.453030371342801e+42,30.0,63.7
66-35.0-7.5.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,6.453030371342801e+42,35.0,7.5
66-35.0-0.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,6.453030371342801e+42,35.0,0
66-40.0-0.txt,49.9689445,0.0,1.0,0.0032,0.002,10.0,6.453030371342801e+42,40.0,0
66-40.0-80.21.txt,28.177724125000044,21.998558268999957,0.5615745683137635,0.0032,0.002,10.0,6.453030371342801e+42,40.0,80.21
