1.1e-04     1.4    -100000    4020147
1.6e-01     6.2    -100000    4877282
5.6e-02     7.8    -110000    4775051
1.5e-01     9.1    -120000    1750212
2.1e-04     1.4    -120000    4765585
1.9e+00     7.6    -140000    6324205
6.3e-01     8.0    -140000    7997679
1.1e+00     7.7    -150000    1809552
7.9e-01     1.2    -150000    2051161
1.6e-01     9.2    -150000    4104955
1.7e-04     1.2    -150000    4346448
4.4e-02     6.7    -150000    4376726
1.1e-01     6.1    -150000    8592532
1.3e-01     7.6    -170000    7860205
3.5e-04     1.9    -190000     371744
1.4e-01     9.9    -200000    3572705
1.5e-01     8.6     -30000    7778081
4.5e-02     6.5     -30000    8509046
9.3e-04     1.5     -40000    2361136
2.5e+00     8.2     -40000    2493463
1.6e+00     8.4     -40000    6014596
1.2e-04     1.2     -40000    8084305
2.7e-03     1.5     -50000    7542128
2.5e-04     1.6     -60000    2211715
5.6e-02     6.3     -60000    2314384
1.6e-01     7.8     -70000    1182002
1.3e+00     7.6     -70000    2009196
2.1e-01     6.6     -70000    7807661
2.5e-04     1.4     -70000    8252212
