,Unnamed: 0,alive,dead,MCMC_iter,BH_NS,sim_num,system_num,inclination,dincl,ratio
276,685-7.0-3.62,49.9689445,0.0,3,0.1,7,685,3.62,7.0,1.0
277,685-6.0-3.62,49.9689445,0.0,3,0.1,7,685,3.62,6.0,1.0
278,685-14.0-3.62,49.9689445,0.0,3,0.1,7,685,3.62,14.0,1.0
279,685-20.0-3.62,49.9689445,0.0,3,0.1,7,685,3.62,20.0,1.0
280,685-23.0-3.62,49.9689445,0.0,3,0.1,7,685,3.62,23.0,1.0
281,685-15.0-3.62,49.9689445,0.0,3,0.1,7,685,3.62,15.0,1.0
282,685-39.0-3.62,41.829626696999995,8.124206462000004,3,0.1,7,685,3.62,39.0,0.8373657045267947
283,685-13.0-3.62,49.9689445,0.0,3,0.1,7,685,3.62,13.0,1.0
284,685-12.0-3.62,49.9689445,0.0,3,0.1,7,685,3.62,12.0,1.0
285,685-29.0-3.62,49.9689445,0.0,3,0.1,7,685,3.62,29.0,1.0
286,685-22.0-3.62,49.9689445,0.0,3,0.1,7,685,3.62,22.0,1.0
287,685-31.0-3.62,49.9689445,0.0,3,0.1,7,685,3.62,31.0,1.0
288,685-34.0-3.62,48.67887434399999,1.2616115480000034,3,0.1,7,685,3.62,34.0,0.9747376997747212
289,685-33.0-3.62,49.9689445,0.0,3,0.1,7,685,3.62,33.0,1.0
290,685-37.0-3.62,43.410814336,6.499402133999996,3,0.1,7,685,3.62,37.0,0.8697781217216991
291,685-35.0-3.62,45.89890788299999,4.002286700000006,3,0.1,7,685,3.62,35.0,0.9197957737596232
292,685-32.0-3.62,49.9689445,0.0,3,0.1,7,685,3.62,32.0,1.0
293,685-16.0-3.62,49.9689445,0.0,3,0.1,7,685,3.62,16.0,1.0
294,685-30.0-3.62,49.9689445,0.0,3,0.1,7,685,3.62,30.0,1.0
295,685-24.0-3.62,49.9689445,0.0,3,0.1,7,685,3.62,24.0,1.0
296,685-17.0-3.62,49.9689445,0.0,3,0.1,7,685,3.62,17.0,1.0
297,685-19.0-3.62,49.9689445,0.0,3,0.1,7,685,3.62,19.0,1.0
298,685-10.0-3.62,49.9689445,0.0,3,0.1,7,685,3.62,10.0,1.0
299,685-3.0-3.62,49.9689445,0.0,3,0.1,7,685,3.62,3.0,1.0
300,685-38.0-3.62,42.576488954000006,7.362369797999978,3,0.1,7,685,3.62,38.0,0.8525723258001942
301,685-2.0-3.62,49.9689445,0.0,3,0.1,7,685,3.62,2.0,1.0
302,685-18.0-3.62,49.9689445,0.0,3,0.1,7,685,3.62,18.0,1.0
303,685-40.0-3.62,41.117729886000006,8.843236633999993,3,0.1,7,685,3.62,40.0,0.8229970865263398
304,685-11.0-3.62,49.9689445,0.0,3,0.1,7,685,3.62,11.0,1.0
305,685-28.0-3.62,49.9689445,0.0,3,0.1,7,685,3.62,28.0,1.0
306,685-9.0-3.62,49.9689445,0.0,3,0.1,7,685,3.62,9.0,1.0
307,685-21.0-3.62,49.9689445,0.0,3,0.1,7,685,3.62,21.0,1.0
308,685-25.0-3.62,49.9689445,0.0,3,0.1,7,685,3.62,25.0,1.0
309,685-36.0-3.62,44.499512872,5.424245601999998,3,0.1,7,685,3.62,36.0,0.8913494142308033
310,685-41.0-3.62,40.576470984000004,9.383043927999989,3,0.1,7,685,3.62,41.0,0.8121870489629949
311,685-44.0-3.62,33.209663869999986,16.71619120600001,3,0.1,7,685,3.62,44.0,0.6651796713235324
312,685-45.0-3.62,31.949428499999996,17.957514646000007,3,0.1,7,685,3.62,45.0,0.6401800327969139
313,685-42.0-3.62,36.68825738,13.265056046000007,3,0.1,7,685,3.62,42.0,0.7344509275515699
314,685-43.0-3.62,34.767324420000016,15.173790935999993,3,0.1,7,685,3.62,43.0,0.6961663585637763
315,985-12.0-15.26,49.9689445,0.0,42,0.2,412,985,15.26,12.0,1.0
316,985-10.0-15.26,49.9689445,0.0,42,0.2,412,985,15.26,10.0,1.0
317,985-24.0-15.26,39.63540030000001,10.288787216000001,42,0.2,412,985,15.26,24.0,0.7939117744739945
318,985-8.0-15.26,49.9689445,0.0,42,0.2,412,985,15.26,8.0,1.0
319,985-5.0-15.26,49.9689445,0.0,42,0.2,412,985,15.26,5.0,1.0
320,985-3.0-15.26,49.9689445,0.0,42,0.2,412,985,15.26,3.0,1.0
321,985-36.0-15.26,33.94628157,16.007367226,42,0.2,412,985,15.26,36.0,0.6795555958010062
322,985-17.0-15.26,49.9689445,0.0,42,0.2,412,985,15.26,17.0,1.0
323,985-7.0-15.26,49.9689445,0.0,42,0.2,412,985,15.26,7.0,1.0
324,985-9.0-15.26,49.9689445,0.0,42,0.2,412,985,15.26,9.0,1.0
325,985-14.0-15.26,49.9689445,0.0,42,0.2,412,985,15.26,14.0,1.0
326,985-26.0-15.26,38.12772994,11.825613986000006,42,0.2,412,985,15.26,26.0,0.7632668194642134
327,985-6.0-15.26,49.9689445,0.0,42,0.2,412,985,15.26,6.0,1.0
328,985-21.0-15.26,43.249029309000015,6.685357917999988,42,0.2,412,985,15.26,21.0,0.8661171531432121
329,985-30.0-15.26,35.97591384,13.950750985999994,42,0.2,412,985,15.26,30.0,0.7205751468755239
330,985-18.0-15.26,49.9689445,0.0,42,0.2,412,985,15.26,18.0,1.0
331,985-31.0-15.26,35.51590609999999,14.39112744600001,42,0.2,412,985,15.26,31.0,0.7116412973587078
332,985-27.0-15.26,37.54313642,12.413282086000006,42,0.2,412,985,15.26,27.0,0.7515177737469488
333,985-4.0-15.26,49.9689445,0.0,42,0.2,412,985,15.26,4.0,1.0
334,985-33.0-15.26,34.79048859000001,15.129951005999994,42,0.2,412,985,15.26,33.0,0.6969187144895992
335,985-20.0-15.26,45.258338845,4.650255496000002,42,0.2,412,985,15.26,20.0,0.9068245548206152
336,985-40.0-15.26,32.901904540000004,17.028546686,42,0.2,412,985,15.26,40.0,0.6589546806031502
337,985-34.0-15.26,34.51982236999999,15.435009696000009,42,0.2,412,985,15.26,34.0,0.6910206869356027
338,985-37.0-15.26,33.62352299,16.296236686,42,0.2,412,985,15.26,37.0,0.6735513794183035
339,985-13.0-15.26,49.9689445,0.0,42,0.2,412,985,15.26,13.0,1.0
340,985-16.0-15.26,49.9689445,0.0,42,0.2,412,985,15.26,16.0,1.0
341,985-22.0-15.26,41.826545793,8.130368270000004,42,0.2,412,985,15.26,22.0,0.8372523919362411
342,985-29.0-15.26,36.46145322,13.479293366000002,42,0.2,412,985,15.26,29.0,0.730094275967859
343,985-25.0-15.26,38.83895093,11.104850386000004,42,0.2,412,985,15.26,25.0,0.7776530801943092
344,985-23.0-15.26,40.59716100700001,9.35292868199999,42,0.2,412,985,15.26,23.0,0.8127545167539572
345,985-11.0-15.26,49.9689445,0.0,42,0.2,412,985,15.26,11.0,1.0
346,985-2.0-15.26,49.9689445,0.0,42,0.2,412,985,15.26,2.0,1.0
347,985-19.0-15.26,49.9689445,0.0,42,0.2,412,985,15.26,19.0,1.0
348,985-15.0-15.26,49.9689445,0.0,42,0.2,412,985,15.26,15.0,1.0
349,985-39.0-15.26,33.09714202000001,16.810080206,42,0.2,412,985,15.26,39.0,0.6631733954280769
350,985-35.0-15.26,34.16259321,15.761251115999999,42,0.2,412,985,15.26,35.0,0.6842941218012002
351,985-28.0-15.26,36.98384117,12.967698775999999,42,0.2,412,985,15.26,28.0,0.7403944144661265
352,985-1.0-15.26,49.9689445,0.0,42,0.2,412,985,15.26,1.0,1.0
353,985-32.0-15.26,35.19344411999999,14.751839396000006,42,0.2,412,985,15.26,32.0,0.7046399908557083
354,985-38.0-15.26,33.41643740000001,16.527964145999995,42,0.2,412,985,15.26,38.0,0.6690727361949198
355,985-42.0-15.26,32.46952557,17.441783575999995,42,0.2,412,985,15.26,42.0,0.6505444582713813
356,985-41.0-15.26,32.69393606,17.257909776000005,42,0.2,412,985,15.26,41.0,0.6545090679399412
357,985-43.0-15.26,32.332044540000005,17.596767505999996,42,0.2,412,985,15.26,43.0,0.6475628643079293
358,985-44.0-15.26,32.146040340000006,17.802671666,42,0.2,412,985,15.26,44.0,0.643580966334798
359,985-45.0-15.26,31.93811110000001,17.966285405999987,42,0.2,412,985,15.26,45.0,0.6399859198008755
360,974-16.0-26.74,28.159771890000005,21.767193966000004,3,0.1,10,974,26.74,16.0,0.5640192911225325
361,974-37.0-26.74,26.293508039999992,23.645168486000014,3,0.1,10,974,26.74,37.0,0.5265159165023241
362,974-11.0-26.74,29.93980043000001,19.983798256,3,0.1,10,974,26.74,11.0,0.5997123848845453
363,974-15.0-26.74,28.494967730000006,21.456470666000005,3,0.1,10,974,26.74,15.0,0.5704533972395439
364,974-12.0-26.74,29.506610310000006,20.400114326,3,0.1,10,974,26.74,12.0,0.5912351596946022
365,974-32.0-26.74,26.497668730000008,23.420433695999993,3,0.1,10,974,26.74,32.0,0.5308228366509102
366,974-18.0-26.74,27.68328285000001,22.233694285999995,3,0.1,10,974,26.74,18.0,0.5545865242315503
367,974-2.0-26.74,49.9689445,0.0,3,0.1,10,974,26.74,2.0,1.0
368,974-7.0-26.74,33.06385856,16.853882925999994,3,0.1,10,974,26.74,7.0,0.6623668775013216
369,974-3.0-26.74,49.9689445,0.0,3,0.1,10,974,26.74,3.0,1.0
370,974-23.0-26.74,27.10347234000001,22.816100675999998,3,0.1,10,974,26.74,23.0,0.54294279182462
371,974-10.0-26.74,30.479049690000004,19.452663455999986,3,0.1,10,974,26.74,10.0,0.6104146597349758
372,974-8.0-26.74,31.93811110000001,17.966285405999987,3,0.1,10,974,26.74,8.0,0.6399859198008755
373,974-14.0-26.74,28.832469800000002,21.087135896000003,3,0.1,10,974,26.74,14.0,0.5775780757481085
374,974-31.0-26.74,26.51010655000001,23.405071436,3,0.1,10,974,26.74,31.0,0.5311031157183382
375,974-34.0-26.74,26.336706869999997,23.590191056000005,3,0.1,10,974,26.74,34.0,0.5275053721349839
376,974-38.0-26.74,26.27516487999999,23.666465406000015,3,0.1,10,974,26.74,38.0,0.5261174841415948
377,974-25.0-26.74,26.88444586,23.052318326000005,3,0.1,10,974,26.74,25.0,0.5383698022535705
378,974-13.0-26.74,29.20740823,20.735228676,3,0.1,10,974,26.74,13.0,0.5848191052661675
379,974-29.0-26.74,26.64322328,23.260292696000004,3,0.1,10,974,26.74,29.0,0.5338947118037428
380,974-33.0-26.74,26.439131440000004,23.484831076,3,0.1,10,974,26.74,33.0,0.5295879995808945
381,974-21.0-26.74,27.30140069000001,22.657630146,3,0.1,10,974,26.74,21.0,0.5464757869227294
382,974-9.0-26.74,31.16823531000001,18.758868385999996,3,0.1,10,974,26.74,9.0,0.6242748527889693
383,974-17.0-26.74,27.93893654000001,22.012611226,3,0.1,10,974,26.74,17.0,0.5593207375851706
384,974-5.0-26.74,36.92429598,13.033770555999995,3,0.1,10,974,26.74,5.0,0.7391057849164798
385,974-1.0-26.74,49.9689445,0.0,3,0.1,10,974,26.74,1.0,1.0
386,974-4.0-26.74,41.117729886000006,8.843236633999993,3,0.1,10,974,26.74,4.0,0.8229970865263398
387,974-40.0-26.74,26.185145649999995,23.762403146000015,3,0.1,10,974,26.74,40.0,0.5242528668813674
388,974-36.0-26.74,26.30594776999999,23.629778556000012,3,0.1,10,974,26.74,36.0,0.5267961378645912
389,974-35.0-26.74,26.311836939999992,23.618000216000013,3,0.1,10,974,26.74,35.0,0.5269762218088495
390,974-6.0-26.74,34.57727543,15.369847256000002,3,0.1,10,974,26.74,6.0,0.6922776242262277
391,974-19.0-26.74,27.57821736000001,22.352690575999993,3,0.1,10,974,26.74,19.0,0.5523275762449378
392,974-28.0-26.74,26.70830918,23.248674096,3,0.1,10,974,26.74,28.0,0.5346261409029281
393,974-26.0-26.74,26.80694578,23.135577406000003,3,0.1,10,974,26.74,26.0,0.5367559360219626
394,974-27.0-26.74,26.76674579,23.184442716000014,3,0.1,10,974,26.74,27.0,0.5358580364265977
395,974-24.0-26.74,26.92749284,23.000659666000004,3,0.1,10,974,26.74,24.0,0.5393248395634918
396,974-22.0-26.74,27.12444649000001,22.783736796,3,0.1,10,974,26.74,22.0,0.543486953523488
397,974-20.0-26.74,27.394104480000006,22.553635326,3,0.1,10,974,26.74,20.0,0.5484553372464968
398,974-39.0-26.74,26.26272966999999,23.681858206000012,3,0.1,10,974,26.74,39.0,0.5258373486873857
399,974-30.0-26.74,26.5722973,23.337042536,3,0.1,10,974,26.74,30.0,0.5324113159443795
400,974-41.0-26.74,26.182180679999995,23.768333086000013,3,0.1,10,974,26.74,41.0,0.5241623900537639
401,974-44.0-26.74,26.098641789999995,23.860788596000003,3,0.1,10,974,26.74,44.0,0.5223967044530906
402,974-42.0-26.74,26.129464629999994,23.824017686000005,3,0.1,10,974,26.74,42.0,0.5230759382240461
403,974-45.0-26.74,26.03645438,23.866747616000005,3,0.1,10,974,26.74,45.0,0.5217391537738791
404,974-43.0-26.74,26.10161773,23.854836716000005,3,0.1,10,974,26.74,43.0,0.5224873946611707
405,957-14.0-14.53,49.9689445,0.0,3,0.1,11,957,14.53,14.0,1.0
406,957-7.0-14.53,49.9689445,0.0,3,0.1,11,957,14.53,7.0,1.0
407,957-5.0-14.53,49.9689445,0.0,3,0.1,11,957,14.53,5.0,1.0
408,957-11.0-14.53,49.9689445,0.0,3,0.1,11,957,14.53,11.0,1.0
409,957-16.0-14.53,49.9689445,0.0,3,0.1,11,957,14.53,16.0,1.0
410,957-8.0-14.53,49.9689445,0.0,3,0.1,11,957,14.53,8.0,1.0
411,957-10.0-14.53,49.9689445,0.0,3,0.1,11,957,14.53,10.0,1.0
412,957-12.0-14.53,49.9689445,0.0,3,0.1,11,957,14.53,12.0,1.0
413,957-15.0-14.53,49.9689445,0.0,3,0.1,11,957,14.53,15.0,1.0
414,957-3.0-14.53,49.9689445,0.0,3,0.1,11,957,14.53,3.0,1.0
415,957-21.0-14.53,38.99788295,10.934840245999998,3,0.1,11,957,14.53,21.0,0.7810085341615022
416,957-1.0-14.53,49.9689445,0.0,3,0.1,11,957,14.53,1.0,1.0
417,957-27.0-14.53,35.19344411999999,14.751839396000006,3,0.1,11,957,14.53,27.0,0.7046399908557083
418,957-13.0-14.53,49.9689445,0.0,3,0.1,11,957,14.53,13.0,1.0
419,957-18.0-14.53,42.95295463400001,7.003856157999996,3,0.1,11,957,14.53,18.0,0.859801775834706
420,957-2.0-14.53,49.9689445,0.0,3,0.1,11,957,14.53,2.0,1.0
421,957-32.0-14.53,33.41850496000001,16.523829025999994,3,0.1,11,957,14.53,32.0,0.6691418340474033
422,957-25.0-14.53,36.12832271999999,13.779254916000006,3,0.1,11,957,14.53,25.0,0.7239045538034575
423,957-26.0-14.53,35.668732529999986,14.289734476000016,3,0.1,11,957,14.53,26.0,0.7139677149364126
424,957-17.0-14.53,45.571206447,4.372179491999999,3,0.1,11,957,14.53,17.0,0.9124572871903378
425,957-36.0-14.53,32.371545510000004,17.550682606,3,0.1,11,957,14.53,36.0,0.6484395174586564
426,957-29.0-14.53,34.35427820999998,15.550002926000015,3,0.1,11,957,14.53,29.0,0.6884034280821943
427,957-6.0-14.53,49.9689445,0.0,3,0.1,11,957,14.53,6.0,1.0
428,957-20.0-14.53,40.01542462,9.936637356,3,0.1,11,957,14.53,20.0,0.8010765329212203
429,957-30.0-14.53,34.05575938,15.883911536,3,0.1,11,957,14.53,30.0,0.6819380014995051
430,957-19.0-14.53,41.293730798000006,8.652922679999996,3,0.1,11,957,14.53,19.0,0.8267567078580881
431,957-37.0-14.53,32.21266334000001,17.731607165999993,3,0.1,11,957,14.53,37.0,0.6449721462270668
432,957-4.0-14.53,49.9689445,0.0,3,0.1,11,957,14.53,4.0,1.0
433,957-34.0-14.53,32.89764686,17.037062046,3,0.1,11,957,14.53,34.0,0.6588132299304768
434,957-28.0-14.53,34.73317022,15.192948145999999,3,0.1,11,957,14.53,28.0,0.6956913807193452
435,957-22.0-14.53,38.12624996,11.828573946000006,3,0.1,11,957,14.53,22.0,0.7632145802724111
436,957-24.0-14.53,36.66403594,13.248291626000002,3,0.1,11,957,14.53,24.0,0.7345687474004986
437,957-9.0-14.53,49.9689445,0.0,3,0.1,11,957,14.53,9.0,1.0
438,957-39.0-14.53,31.833003940000005,18.091692235999997,3,0.1,11,957,14.53,39.0,0.6376203838633052
439,957-31.0-14.53,33.64205932,16.269567656,3,0.1,11,957,14.53,31.0,0.6740325122275974
440,957-23.0-14.53,37.33474495,12.573579005999994,3,0.1,11,957,14.53,23.0,0.7480664945373627
441,957-38.0-14.53,31.93811110000001,17.966285405999987,3,0.1,11,957,14.53,38.0,0.6399859198008755
442,957-33.0-14.53,33.09504346,16.814277326,3,0.1,11,957,14.53,33.0,0.6631034632169038
443,957-40.0-14.53,31.605635670000005,18.335006775999986,3,0.1,11,957,14.53,40.0,0.632864018603178
444,957-35.0-14.53,32.67502863,17.285449746000005,3,0.1,11,957,14.53,35.0,0.6540175292976461
445,957-41.0-14.53,31.49234796000001,18.466689545999987,3,0.1,11,957,14.53,41.0,0.6303633843269664
446,957-42.0-14.53,31.27942531000001,18.635986935999988,3,0.1,11,957,14.53,42.0,0.6266486422238574
447,957-43.0-14.53,31.16588820000001,18.763562605999986,3,0.1,11,957,14.53,43.0,0.6241984980186247
448,957-44.0-14.53,30.94266149000001,19.003300405999997,3,0.1,11,957,14.53,44.0,0.6195227865353835
449,957-45.0-14.53,30.90591165000001,19.051932075999996,3,0.1,11,957,14.53,45.0,0.6186398239985561
450,893-31.0-83.93,0.0,49.9689445,3,0.1,12,893,83.93,31.0,0.0
451,893-11.0-83.93,0.0,49.9689445,3,0.1,12,893,83.93,11.0,0.0
452,893-23.0-83.93,0.0,49.9689445,3,0.1,12,893,83.93,23.0,0.0
453,893-6.0-83.93,0.0,49.9689445,3,0.1,12,893,83.93,6.0,0.0
454,893-5.0-83.93,0.0,49.9689445,3,0.1,12,893,83.93,5.0,0.0
455,893-10.0-83.93,0.0,49.9689445,3,0.1,12,893,83.93,10.0,0.0
456,893-26.0-83.93,0.0,49.9689445,3,0.1,12,893,83.93,26.0,0.0
457,893-17.0-83.93,0.0,49.9689445,3,0.1,12,893,83.93,17.0,0.0
458,893-30.0-83.93,0.0,49.9689445,3,0.1,12,893,83.93,30.0,0.0
459,893-19.0-83.93,0.0,49.9689445,3,0.1,12,893,83.93,19.0,0.0
460,893-18.0-83.93,0.0,49.9689445,3,0.1,12,893,83.93,18.0,0.0
461,893-4.0-83.93,0.0,49.9689445,3,0.1,12,893,83.93,4.0,0.0
462,893-16.0-83.93,0.0,49.9689445,3,0.1,12,893,83.93,16.0,0.0
463,893-20.0-83.93,0.0,49.9689445,3,0.1,12,893,83.93,20.0,0.0
464,893-29.0-83.93,0.0,49.9689445,3,0.1,12,893,83.93,29.0,0.0
465,893-7.0-83.93,0.0,49.9689445,3,0.1,12,893,83.93,7.0,0.0
466,893-3.0-83.93,0.0,49.9689445,3,0.1,12,893,83.93,3.0,0.0
467,893-39.0-83.93,0.0,49.9689445,3,0.1,12,893,83.93,39.0,0.0
468,893-32.0-83.93,0.0,49.9689445,3,0.1,12,893,83.93,32.0,0.0
469,893-34.0-83.93,0.0,49.9689445,3,0.1,12,893,83.93,34.0,0.0
470,893-8.0-83.93,0.0,49.9689445,3,0.1,12,893,83.93,8.0,0.0
471,893-37.0-83.93,0.0,49.9689445,3,0.1,12,893,83.93,37.0,0.0
472,893-36.0-83.93,0.0,49.9689445,3,0.1,12,893,83.93,36.0,0.0
473,893-35.0-83.93,0.0,49.9689445,3,0.1,12,893,83.93,35.0,0.0
474,893-28.0-83.93,0.0,49.9689445,3,0.1,12,893,83.93,28.0,0.0
475,893-25.0-83.93,0.0,49.9689445,3,0.1,12,893,83.93,25.0,0.0
476,893-21.0-83.93,0.0,49.9689445,3,0.1,12,893,83.93,21.0,0.0
477,893-9.0-83.93,0.0,49.9689445,3,0.1,12,893,83.93,9.0,0.0
478,893-2.0-83.93,0.0,49.9689445,3,0.1,12,893,83.93,2.0,0.0
479,893-24.0-83.93,0.0,49.9689445,3,0.1,12,893,83.93,24.0,0.0
480,893-27.0-83.93,0.0,49.9689445,3,0.1,12,893,83.93,27.0,0.0
481,893-15.0-83.93,0.0,49.9689445,3,0.1,12,893,83.93,15.0,0.0
482,893-13.0-83.93,0.0,49.9689445,3,0.1,12,893,83.93,13.0,0.0
483,893-40.0-83.93,0.0,49.9689445,3,0.1,12,893,83.93,40.0,0.0
484,893-22.0-83.93,0.0,49.9689445,3,0.1,12,893,83.93,22.0,0.0
485,893-1.0-83.93,0.0,49.9689445,3,0.1,12,893,83.93,1.0,0.0
486,893-38.0-83.93,0.0,49.9689445,3,0.1,12,893,83.93,38.0,0.0
487,893-14.0-83.93,0.0,49.9689445,3,0.1,12,893,83.93,14.0,0.0
488,893-33.0-83.93,0.0,49.9689445,3,0.1,12,893,83.93,33.0,0.0
489,893-12.0-83.93,0.0,49.9689445,3,0.1,12,893,83.93,12.0,0.0
490,893-42.0-83.93,0.0,49.9689445,3,0.1,12,893,83.93,42.0,0.0
491,893-41.0-83.93,0.0,49.9689445,3,0.1,12,893,83.93,41.0,0.0
492,893-44.0-83.93,0.0,49.9689445,3,0.1,12,893,83.93,44.0,0.0
493,893-43.0-83.93,0.0,49.9689445,3,0.1,12,893,83.93,43.0,0.0
494,893-45.0-83.93,0.0,49.9689445,3,0.1,12,893,83.93,45.0,0.0
495,991-4.0-63.71,0.0,49.9689445,3,0.1,13,991,63.71,4.0,0.0
496,991-5.0-63.71,0.0,49.9689445,3,0.1,13,991,63.71,5.0,0.0
497,991-13.0-63.71,0.0,49.9689445,3,0.1,13,991,63.71,13.0,0.0
498,991-7.0-63.71,0.0,49.9689445,3,0.1,13,991,63.71,7.0,0.0
499,991-2.0-63.71,0.0,49.9689445,3,0.1,13,991,63.71,2.0,0.0
500,991-1.0-63.71,0.0,49.9689445,3,0.1,13,991,63.71,1.0,0.0
501,991-27.0-63.71,10.079014199999989,39.85236460600001,3,0.1,13,991,63.71,27.0,0.2018573178033058
502,991-14.0-63.71,0.0,49.9689445,3,0.1,13,991,63.71,14.0,0.0
503,991-3.0-63.71,0.0,49.9689445,3,0.1,13,991,63.71,3.0,0.0
504,991-12.0-63.71,0.0,49.9689445,3,0.1,13,991,63.71,12.0,0.0
505,991-8.0-63.71,0.0,49.9689445,3,0.1,13,991,63.71,8.0,0.0
506,991-6.0-63.71,0.0,49.9689445,3,0.1,13,991,63.71,6.0,0.0
507,991-10.0-63.71,0.0,49.9689445,3,0.1,13,991,63.71,10.0,0.0
508,991-11.0-63.71,0.0,49.9689445,3,0.1,13,991,63.71,11.0,0.0
509,991-36.0-63.71,14.546341649999995,35.399782836,3,0.1,13,991,63.71,36.0,0.29124064779194964
510,991-24.0-63.71,6.841899920000018,43.06236619599999,3,0.1,13,991,63.71,24.0,0.1371005016704656
511,991-17.0-63.71,0.0,49.9689445,3,0.1,13,991,63.71,17.0,0.0
512,991-16.0-63.71,0.0,49.9689445,3,0.1,13,991,63.71,16.0,0.0
513,991-28.0-63.71,10.772634089999993,39.137274436,3,0.1,13,991,63.71,28.0,0.2158415915426516
514,991-19.0-63.71,0.0,49.9689445,3,0.1,13,991,63.71,19.0,0.0
515,991-40.0-63.71,15.68157681000001,34.258752976,3,0.1,13,991,63.71,40.0,0.3140062726297033
516,991-31.0-63.71,12.386318509999995,37.538273026,3,0.1,13,991,63.71,31.0,0.2481005478245802
517,991-15.0-63.71,0.0,49.9689445,3,0.1,13,991,63.71,15.0,0.0
518,991-26.0-63.71,9.13362365,40.768840976,3,0.1,13,991,63.71,26.0,0.18302951003428464
519,991-35.0-63.71,14.14297914999999,35.78089683600001,3,0.1,13,991,63.71,35.0,0.28329088779016404
520,991-38.0-63.71,15.17030958000001,34.76801601599999,3,0.1,13,991,63.71,38.0,0.303780901721205
521,991-23.0-63.71,5.262984310000003,44.691692996,3,0.1,13,991,63.71,23.0,0.10535518581696196
522,991-32.0-63.71,12.885324390000017,37.05033803599999,3,0.1,13,991,63.71,32.0,0.2580385192465378
523,991-9.0-63.71,0.0,49.9689445,3,0.1,13,991,63.71,9.0,0.0
524,991-39.0-63.71,15.411455950000002,34.500961415999996,3,0.1,13,991,63.71,39.0,0.3087699767572905
525,991-18.0-63.71,0.0,49.9689445,3,0.1,13,991,63.71,18.0,0.0
526,991-29.0-63.71,11.309534779999998,38.60928553600001,3,0.1,13,991,63.71,29.0,0.2265585346049345
527,991-22.0-63.71,2.4992257199999983,47.45419990600001,3,0.1,13,991,63.71,22.0,0.050031117759803616
528,991-25.0-63.71,8.167039859999985,41.78116151600001,3,0.1,13,991,63.71,25.0,0.16351018925626878
529,991-21.0-63.71,0.0,49.9689445,3,0.1,13,991,63.71,21.0,0.0
530,991-20.0-63.71,0.0,49.9689445,3,0.1,13,991,63.71,20.0,0.0
531,991-34.0-63.71,13.719095419999995,36.187462595999996,3,0.1,13,991,63.71,34.0,0.2748956442879044
532,991-37.0-63.71,14.825838329999995,35.085135636000004,3,0.1,13,991,63.71,37.0,0.2970456625450657
533,991-30.0-63.71,11.897908699999995,38.021002515999996,3,0.1,13,991,63.71,30.0,0.23834471566331925
534,991-33.0-63.71,13.360621490000002,36.586754496,3,0.1,13,991,63.71,33.0,0.26749396191993985
535,991-42.0-63.71,16.21262269000001,33.73908295599998,3,0.1,13,991,63.71,42.0,0.324565947855642
536,991-41.0-63.71,15.951218450000017,33.96361842599999,3,0.1,13,991,63.71,41.0,0.3195686783395993
537,991-45.0-63.71,16.867804600000007,33.075297936,3,0.1,13,991,63.71,45.0,0.3377404234717166
538,991-44.0-63.71,16.585932030000002,33.319813905999986,3,0.1,13,991,63.71,44.0,0.33234513819851713
539,991-43.0-63.71,16.473929960000007,33.452628725999986,3,0.1,13,991,63.71,43.0,0.3299632579046449
540,853-1.0-59.58,0.0,49.9689445,3,0.1,14,853,59.58,1.0,0.0
541,853-8.0-59.58,0.0,49.9689445,3,0.1,14,853,59.58,8.0,0.0
542,853-11.0-59.58,0.0,49.9689445,3,0.1,14,853,59.58,11.0,0.0
543,853-10.0-59.58,0.0,49.9689445,3,0.1,14,853,59.58,10.0,0.0
544,853-17.0-59.58,0.0,49.9689445,3,0.1,14,853,59.58,17.0,0.0
545,853-13.0-59.58,0.0,49.9689445,3,0.1,14,853,59.58,13.0,0.0
546,853-22.0-59.58,0.0,49.9689445,3,0.1,14,853,59.58,22.0,0.0
547,853-25.0-59.58,0.0,49.9689445,3,0.1,14,853,59.58,25.0,0.0
548,853-14.0-59.58,0.0,49.9689445,3,0.1,14,853,59.58,14.0,0.0
549,853-12.0-59.58,0.0,49.9689445,3,0.1,14,853,59.58,12.0,0.0
550,853-3.0-59.58,0.0,49.9689445,3,0.1,14,853,59.58,3.0,0.0
551,853-4.0-59.58,0.0,49.9689445,3,0.1,14,853,59.58,4.0,0.0
552,853-31.0-59.58,4.257830690000018,45.684971915999995,3,0.1,14,853,59.58,31.0,0.08525414009282076
553,853-28.0-59.58,0.0,49.9689445,3,0.1,14,853,59.58,28.0,0.0
554,853-18.0-59.58,0.0,49.9689445,3,0.1,14,853,59.58,18.0,0.0
555,853-15.0-59.58,0.0,49.9689445,3,0.1,14,853,59.58,15.0,0.0
556,853-30.0-59.58,1.3431180399999931,48.611546386,3,0.1,14,853,59.58,30.0,0.026886739315196726
557,853-36.0-59.58,9.429750469999988,40.50956983600001,3,0.1,14,853,59.58,36.0,0.1888241652513449
558,853-5.0-59.58,0.0,49.9689445,3,0.1,14,853,59.58,5.0,0.0
559,853-20.0-59.58,0.0,49.9689445,3,0.1,14,853,59.58,20.0,0.0
560,853-23.0-59.58,0.0,49.9689445,3,0.1,14,853,59.58,23.0,0.0
561,853-27.0-59.58,0.0,49.9689445,3,0.1,14,853,59.58,27.0,0.0
