,Alive,BH_ratio,Dead,Trans
0,151,0.0,150,199
1,175,0.05,133,192
2,205,0.1,130,165
3,204,0.15000000000000002,118,178
4,232,0.2,112,156
5,250,0.25,95,155
6,275,0.30000000000000004,80,145
7,272,0.35000000000000003,103,125
8,287,0.4,81,132
9,295,0.45,88,117
10,321,0.5,75,104
11,341,0.55,54,105
12,335,0.6000000000000001,54,111
13,381,0.65,41,78
14,377,0.7000000000000001,48,75
15,401,0.75,43,56
16,414,0.8,35,51
17,414,0.8500000000000001,35,51
18,441,0.9,23,36
19,454,0.9500000000000001,17,29
20,478,1.0,2,20
21,193,0.0,113,194
22,163,0.05,136,201
23,219,0.1,104,177
24,225,0.15000000000000002,110,165
25,221,0.2,102,177
26,248,0.25,98,154
27,268,0.30000000000000004,108,124
28,271,0.35000000000000003,109,120
29,297,0.4,69,134
30,320,0.45,80,100
31,299,0.5,76,125
32,323,0.55,62,115
33,345,0.6000000000000001,56,99
34,373,0.65,46,81
35,392,0.7000000000000001,41,67
36,406,0.75,33,61
37,405,0.8,38,57
38,417,0.8500000000000001,22,61
39,445,0.9,15,40
40,451,0.9500000000000001,14,35
41,470,1.0,5,25
42,157,0.0,142,201
43,194,0.05,113,193
44,192,0.1,135,173
45,224,0.15000000000000002,119,157
46,221,0.2,108,171
47,257,0.25,99,144
48,249,0.30000000000000004,108,143
49,276,0.35000000000000003,106,118
50,275,0.4,90,135
51,296,0.45,78,126
52,321,0.5,75,104
53,337,0.55,61,102
54,354,0.6000000000000001,57,89
55,355,0.65,57,88
56,384,0.7000000000000001,47,69
57,394,0.75,47,59
58,426,0.8,33,41
59,422,0.8500000000000001,18,60
60,450,0.9,17,33
61,454,0.9500000000000001,13,33
62,485,1.0,2,13
63,168,0.0,134,198
64,153,0.05,149,198
65,176,0.1,115,209
66,224,0.15000000000000002,130,146
67,229,0.2,101,170
68,236,0.25,114,150
69,251,0.30000000000000004,102,147
70,265,0.35000000000000003,91,144
71,304,0.4,91,105
72,308,0.45,77,115
73,335,0.5,74,91
74,343,0.55,48,109
75,359,0.6000000000000001,45,96
76,360,0.65,56,84
77,372,0.7000000000000001,43,85
78,393,0.75,46,61
79,402,0.8,30,68
80,425,0.8500000000000001,25,50
81,438,0.9,25,37
82,460,0.9500000000000001,11,29
83,462,1.0,9,29
84,174,0.0,132,194
85,185,0.05,141,174
86,198,0.1,127,175
87,227,0.15000000000000002,102,171
88,211,0.2,108,181
89,261,0.25,112,127
90,260,0.30000000000000004,94,146
91,255,0.35000000000000003,77,168
92,273,0.4,99,128
93,283,0.45,84,133
94,309,0.5,71,120
95,326,0.55,75,99
96,346,0.6000000000000001,48,106
97,377,0.65,54,69
98,397,0.7000000000000001,32,71
99,385,0.75,39,76
100,410,0.8,31,59
101,431,0.8500000000000001,22,47
102,442,0.9,24,34
103,460,0.9500000000000001,12,28
104,464,1.0,9,27
105,164,0.0,131,205
106,185,0.05,113,202
107,213,0.1,138,149
108,214,0.15000000000000002,111,175
109,229,0.2,113,158
110,252,0.25,108,140
111,247,0.30000000000000004,102,151
112,277,0.35000000000000003,87,136
113,277,0.4,95,128
114,316,0.45,72,112
115,335,0.5,72,93
116,349,0.55,70,81
117,383,0.6000000000000001,37,80
118,363,0.65,52,85
119,383,0.7000000000000001,40,77
120,381,0.75,58,61
121,396,0.8,46,58
122,425,0.8500000000000001,34,41
123,437,0.9,26,37
124,470,0.9500000000000001,12,18
125,466,1.0,10,24
126,157,0.0,135,208
127,162,0.05,145,193
128,196,0.1,123,181
129,247,0.15000000000000002,93,160
130,229,0.2,103,168
131,261,0.25,98,141
132,263,0.30000000000000004,96,141
133,278,0.35000000000000003,87,135
134,283,0.4,81,136
135,300,0.45,83,117
136,321,0.5,72,107
137,343,0.55,58,99
138,351,0.6000000000000001,60,89
139,376,0.65,40,84
140,382,0.7000000000000001,39,79
141,402,0.75,35,63
142,403,0.8,29,68
143,419,0.8500000000000001,34,47
144,446,0.9,16,38
145,455,0.9500000000000001,17,28
146,482,1.0,4,14
147,168,0.0,154,178
148,184,0.05,126,190
149,205,0.1,112,183
150,199,0.15000000000000002,108,193
151,226,0.2,92,182
152,239,0.25,102,159
153,246,0.30000000000000004,97,157
154,265,0.35000000000000003,95,140
155,300,0.4,69,131
156,283,0.45,82,135
157,317,0.5,78,105
158,332,0.55,64,104
159,342,0.6000000000000001,65,93
160,368,0.65,50,82
161,382,0.7000000000000001,47,71
162,401,0.75,36,63
163,420,0.8,26,54
164,412,0.8500000000000001,33,55
165,449,0.9,18,33
166,451,0.9500000000000001,15,34
167,471,1.0,7,22
168,167,0.0,129,204
169,155,0.05,144,201
170,214,0.1,131,155
171,204,0.15000000000000002,107,189
172,219,0.2,124,157
173,248,0.25,104,148
174,256,0.30000000000000004,100,144
175,280,0.35000000000000003,87,133
176,285,0.4,86,129
177,309,0.45,82,109
178,305,0.5,88,107
179,351,0.55,59,90
180,350,0.6000000000000001,56,94
181,372,0.65,45,83
182,383,0.7000000000000001,44,73
183,387,0.75,33,80
184,411,0.8,29,60
185,422,0.8500000000000001,20,58
186,450,0.9,14,36
187,445,0.9500000000000001,18,37
188,479,1.0,2,19
189,151,0.0,150,199
190,175,0.05,133,192
191,205,0.1,130,165
192,204,0.15000000000000002,118,178
193,232,0.2,112,156
194,250,0.25,95,155
195,275,0.30000000000000004,80,145
196,272,0.35000000000000003,103,125
197,287,0.4,81,132
198,295,0.45,88,117
199,321,0.5,75,104
200,341,0.55,54,105
201,335,0.6000000000000001,54,111
202,381,0.65,41,78
203,377,0.7000000000000001,48,75
204,401,0.75,43,56
205,414,0.8,35,51
206,414,0.8500000000000001,35,51
207,441,0.9,23,36
208,454,0.9500000000000001,17,29
209,478,1.0,2,20
210,193,0.0,113,194
211,163,0.05,136,201
212,219,0.1,104,177
213,225,0.15000000000000002,110,165
214,221,0.2,102,177
215,248,0.25,98,154
216,268,0.30000000000000004,108,124
217,271,0.35000000000000003,109,120
218,297,0.4,69,134
219,320,0.45,80,100
220,299,0.5,76,125
221,323,0.55,62,115
222,345,0.6000000000000001,56,99
223,373,0.65,46,81
224,392,0.7000000000000001,41,67
225,406,0.75,33,61
226,405,0.8,38,57
227,417,0.8500000000000001,22,61
228,445,0.9,15,40
229,451,0.9500000000000001,14,35
230,470,1.0,5,25
231,157,0.0,142,201
232,194,0.05,113,193
233,192,0.1,135,173
234,224,0.15000000000000002,119,157
235,221,0.2,108,171
236,257,0.25,99,144
237,249,0.30000000000000004,108,143
238,276,0.35000000000000003,106,118
239,275,0.4,90,135
240,296,0.45,78,126
241,321,0.5,75,104
242,337,0.55,61,102
243,354,0.6000000000000001,57,89
244,355,0.65,57,88
245,384,0.7000000000000001,47,69
246,394,0.75,47,59
247,426,0.8,33,41
248,422,0.8500000000000001,18,60
249,450,0.9,17,33
250,454,0.9500000000000001,13,33
251,485,1.0,2,13
252,168,0.0,134,198
253,153,0.05,149,198
254,176,0.1,115,209
255,224,0.15000000000000002,130,146
256,229,0.2,101,170
257,236,0.25,114,150
258,251,0.30000000000000004,102,147
259,265,0.35000000000000003,91,144
260,304,0.4,91,105
261,308,0.45,77,115
262,335,0.5,74,91
263,343,0.55,48,109
264,359,0.6000000000000001,45,96
265,360,0.65,56,84
266,372,0.7000000000000001,43,85
267,393,0.75,46,61
268,402,0.8,30,68
269,425,0.8500000000000001,25,50
270,438,0.9,25,37
271,460,0.9500000000000001,11,29
272,462,1.0,9,29
273,174,0.0,132,194
274,185,0.05,141,174
275,198,0.1,127,175
276,227,0.15000000000000002,102,171
277,211,0.2,108,181
278,261,0.25,112,127
279,260,0.30000000000000004,94,146
280,255,0.35000000000000003,77,168
281,273,0.4,99,128
282,283,0.45,84,133
283,309,0.5,71,120
284,326,0.55,75,99
285,346,0.6000000000000001,48,106
286,377,0.65,54,69
287,397,0.7000000000000001,32,71
288,385,0.75,39,76
289,410,0.8,31,59
290,431,0.8500000000000001,22,47
291,442,0.9,24,34
292,460,0.9500000000000001,12,28
293,464,1.0,9,27
294,164,0.0,131,205
295,185,0.05,113,202
296,213,0.1,138,149
297,214,0.15000000000000002,111,175
298,229,0.2,113,158
299,252,0.25,108,140
300,247,0.30000000000000004,102,151
301,277,0.35000000000000003,87,136
302,277,0.4,95,128
303,316,0.45,72,112
304,335,0.5,72,93
305,349,0.55,70,81
306,383,0.6000000000000001,37,80
307,363,0.65,52,85
308,383,0.7000000000000001,40,77
309,381,0.75,58,61
310,396,0.8,46,58
311,425,0.8500000000000001,34,41
312,437,0.9,26,37
313,470,0.9500000000000001,12,18
314,466,1.0,10,24
315,157,0.0,135,208
316,162,0.05,145,193
317,196,0.1,123,181
318,247,0.15000000000000002,93,160
319,229,0.2,103,168
320,261,0.25,98,141
321,263,0.30000000000000004,96,141
322,278,0.35000000000000003,87,135
323,283,0.4,81,136
324,300,0.45,83,117
325,321,0.5,72,107
326,343,0.55,58,99
327,351,0.6000000000000001,60,89
328,376,0.65,40,84
329,382,0.7000000000000001,39,79
330,402,0.75,35,63
331,403,0.8,29,68
332,419,0.8500000000000001,34,47
333,446,0.9,16,38
334,455,0.9500000000000001,17,28
335,482,1.0,4,14
336,168,0.0,154,178
337,184,0.05,126,190
338,205,0.1,112,183
339,199,0.15000000000000002,108,193
340,226,0.2,92,182
341,239,0.25,102,159
342,246,0.30000000000000004,97,157
343,265,0.35000000000000003,95,140
344,300,0.4,69,131
345,283,0.45,82,135
346,317,0.5,78,105
347,332,0.55,64,104
348,342,0.6000000000000001,65,93
349,368,0.65,50,82
350,382,0.7000000000000001,47,71
351,401,0.75,36,63
352,420,0.8,26,54
353,412,0.8500000000000001,33,55
354,449,0.9,18,33
355,451,0.9500000000000001,15,34
356,471,1.0,7,22
357,167,0.0,129,204
358,155,0.05,144,201
359,214,0.1,131,155
360,204,0.15000000000000002,107,189
361,219,0.2,124,157
362,248,0.25,104,148
363,256,0.30000000000000004,100,144
364,280,0.35000000000000003,87,133
365,285,0.4,86,129
366,309,0.45,82,109
367,305,0.5,88,107
368,351,0.55,59,90
369,350,0.6000000000000001,56,94
370,372,0.65,45,83
371,383,0.7000000000000001,44,73
372,387,0.75,33,80
373,411,0.8,29,60
374,422,0.8500000000000001,20,58
375,450,0.9,14,36
376,445,0.9500000000000001,18,37
377,479,1.0,2,19
378,151,0.0,150,199
379,175,0.05,133,192
380,205,0.1,130,165
381,204,0.15000000000000002,118,178
382,232,0.2,112,156
383,250,0.25,95,155
384,275,0.30000000000000004,80,145
385,272,0.35000000000000003,103,125
386,287,0.4,81,132
