,Alive,BH_ratio,Dead,Trans
0,162,0.0,129,209
1,182,0.05,129,189
2,193,0.1,113,194
3,217,0.15000000000000002,120,163
4,249,0.2,108,143
5,221,0.25,108,171
6,243,0.30000000000000004,92,165
7,282,0.35000000000000003,92,126
8,284,0.4,92,124
9,301,0.45,75,124
10,298,0.5,91,111
11,346,0.55,68,86
12,349,0.6000000000000001,72,79
13,361,0.65,56,83
14,371,0.7000000000000001,51,78
15,396,0.75,37,67
16,414,0.8,30,56
17,404,0.8500000000000001,28,68
18,446,0.9,22,32
19,450,0.9500000000000001,6,44
20,468,1.0,2,30
21,161,0.0,133,206
22,175,0.05,140,185
23,215,0.1,110,175
24,213,0.15000000000000002,113,174
25,226,0.2,112,162
26,230,0.25,111,159
27,256,0.30000000000000004,90,154
28,282,0.35000000000000003,78,140
29,287,0.4,82,131
30,311,0.45,72,117
31,335,0.5,67,98
32,332,0.55,72,96
33,362,0.6000000000000001,58,80
34,363,0.65,54,83
35,378,0.7000000000000001,47,75
36,394,0.75,34,72
37,413,0.8,36,51
38,428,0.8500000000000001,16,56
39,445,0.9,17,38
40,453,0.9500000000000001,12,35
41,465,1.0,6,29
42,161,0.0,127,212
43,192,0.05,104,204
44,180,0.1,120,200
45,196,0.15000000000000002,132,172
46,245,0.2,97,158
47,218,0.25,121,161
48,278,0.30000000000000004,96,126
49,262,0.35000000000000003,96,142
50,291,0.4,68,141
51,292,0.45,91,117
52,314,0.5,72,114
53,326,0.55,71,103
54,352,0.6000000000000001,58,90
55,357,0.65,64,79
56,384,0.7000000000000001,39,77
57,392,0.75,46,62
58,422,0.8,24,54
59,412,0.8500000000000001,30,58
60,441,0.9,21,38
61,458,0.9500000000000001,19,23
62,460,1.0,3,37
63,182,0.0,117,201
64,154,0.05,149,197
65,208,0.1,124,168
66,203,0.15000000000000002,127,170
67,221,0.2,108,171
68,249,0.25,109,142
69,235,0.30000000000000004,103,162
70,274,0.35000000000000003,86,140
71,293,0.4,82,125
72,312,0.45,75,113
73,323,0.5,62,115
74,336,0.55,59,105
75,337,0.6000000000000001,64,99
76,376,0.65,45,79
77,376,0.7000000000000001,42,82
78,392,0.75,42,66
79,406,0.8,33,61
80,429,0.8500000000000001,25,46
81,433,0.9,19,48
82,457,0.9500000000000001,13,30
83,460,1.0,10,30
84,151,0.0,148,201
85,193,0.05,142,165
86,192,0.1,119,189
87,202,0.15000000000000002,136,162
88,204,0.2,132,164
89,247,0.25,102,151
90,238,0.30000000000000004,110,152
91,274,0.35000000000000003,104,122
92,279,0.4,92,129
93,293,0.45,80,127
94,304,0.5,75,121
95,339,0.55,71,90
96,344,0.6000000000000001,63,93
97,366,0.65,55,79
98,372,0.7000000000000001,44,84
99,398,0.75,32,70
100,410,0.8,30,60
101,433,0.8500000000000001,20,47
102,441,0.9,22,37
103,459,0.9500000000000001,12,29
104,463,1.0,10,27
105,156,0.0,138,206
106,181,0.05,124,195
107,205,0.1,123,172
108,205,0.15000000000000002,130,165
109,241,0.2,98,161
110,256,0.25,103,141
111,273,0.30000000000000004,99,128
112,271,0.35000000000000003,89,140
113,292,0.4,91,117
114,293,0.45,86,121
115,318,0.5,70,112
116,307,0.55,86,107
117,325,0.6000000000000001,62,113
118,359,0.65,52,89
119,383,0.7000000000000001,52,65
120,391,0.75,42,67
121,411,0.8,32,57
122,420,0.8500000000000001,27,53
123,438,0.9,17,45
124,453,0.9500000000000001,16,31
125,474,1.0,4,22
126,176,0.0,137,187
127,189,0.05,138,173
128,208,0.1,133,159
129,210,0.15000000000000002,133,157
130,222,0.2,120,158
131,239,0.25,105,156
132,237,0.30000000000000004,119,144
133,280,0.35000000000000003,81,139
134,265,0.4,101,134
135,307,0.45,73,120
136,323,0.5,70,107
137,330,0.55,72,98
138,346,0.6000000000000001,60,94
139,373,0.65,39,88
140,378,0.7000000000000001,44,78
141,385,0.75,41,74
142,419,0.8,40,41
143,437,0.8500000000000001,23,40
144,427,0.9,27,46
145,458,0.9500000000000001,10,32
146,477,1.0,3,20
147,169,0.0,122,209
148,165,0.05,137,198
149,212,0.1,120,168
150,208,0.15000000000000002,119,173
151,229,0.2,107,164
152,235,0.25,113,152
153,254,0.30000000000000004,95,151
154,255,0.35000000000000003,109,136
155,301,0.4,90,109
156,320,0.45,69,111
157,329,0.5,69,102
158,348,0.55,52,100
159,355,0.6000000000000001,56,89
160,387,0.65,37,76
161,392,0.7000000000000001,40,68
162,398,0.75,43,59
163,410,0.8,38,52
164,403,0.8500000000000001,30,67
165,445,0.9,17,38
166,455,0.9500000000000001,8,37
167,459,1.0,6,35
168,171,0.0,145,184
169,193,0.05,122,185
170,203,0.1,109,188
171,215,0.15000000000000002,119,166
172,213,0.2,95,192
173,246,0.25,108,146
174,273,0.30000000000000004,96,131
175,254,0.35000000000000003,106,140
176,302,0.4,69,129
177,323,0.45,78,99
178,328,0.5,64,108
179,322,0.55,81,97
180,357,0.6000000000000001,59,84
181,354,0.65,54,92
182,393,0.7000000000000001,42,65
183,375,0.75,42,83
184,413,0.8,37,50
185,435,0.8500000000000001,22,43
186,434,0.9,24,42
187,463,0.9500000000000001,9,28
188,471,1.0,12,17
189,162,0.0,129,209
190,182,0.05,129,189
191,193,0.1,113,194
192,217,0.15000000000000002,120,163
193,249,0.2,108,143
194,221,0.25,108,171
195,243,0.30000000000000004,92,165
196,282,0.35000000000000003,92,126
197,284,0.4,92,124
198,301,0.45,75,124
199,298,0.5,91,111
200,346,0.55,68,86
