,mdot,m,Z,tage
16315,4.9E-06,1.5,0.002,1000
16316,6.2E-06,1.4,0.002,1000
16317,5.2E-06,1.4,0.002,1000
16318,4E-06,1.9,0.002,1000
16319,4.3E-06,1.6,0.002,1000
16320,3.8E-06,1.9,0.002,1000
16321,5.5E-06,1.5,0.002,1000
16322,4.2E-06,1.6,0.002,1000
16323,4.1E-06,1.7,0.002,1000
16324,4.7E-06,1.6,0.002,1000
16325,9.4E-06,1.4,0.002,1000
16326,6.2E-06,1.4,0.002,1000
16327,0.00025,1.8,0.002,1000
16328,4.9E-06,1.6,0.002,1000
16329,5.6E-06,1.4,0.002,1000
16330,0.00017,1.3,0.002,1000
16331,4.9E-06,1.5,0.002,1000
16332,5.5E-06,1.4,0.002,1000
16333,4.1E-06,1.7,0.002,1000
16334,7.2E-06,1.4,0.002,1000
16335,3.9E-06,1.9,0.002,1000
16336,0.00015,2,0.002,1000
16337,4.8E-06,1.5,0.002,1000
16338,3E-05,1.3,0.002,1000
16339,4E-06,1.9,0.002,1000
16340,4.2E-06,1.6,0.002,1000
16341,6E-06,1.4,0.002,1000
16342,5E-06,1.5,0.002,1000
16343,4.6E-06,1.5,0.002,1000
16344,3.8E-06,2,0.002,1000
16345,4.3E-06,1.6,0.002,1000
16346,8.1E-06,1.4,0.002,1000
16347,6.7E-06,1.4,0.002,1000
16348,1.1E-05,1.3,0.002,1000
16349,6.7E-06,1.4,0.002,1000
16350,3.2E-05,1.3,0.002,1000
16351,5.5E-06,1.4,0.002,1000
16352,7.7E-06,1.2,0.002,1000
16353,1.1E-05,1.4,0.002,1000
16354,2.9E-05,1.3,0.002,1000
16355,8.3E-06,1.4,0.002,1000
16356,0.00016,1.3,0.002,1000
16357,4.7E-06,1.5,0.002,1000
16358,4.9E-06,1.6,0.002,1000
16359,5.8E-06,1.4,0.002,1000
16360,5.4E-06,1.4,0.002,1000
16361,5.2E-05,1.4,0.002,1000
16362,7E-06,1.4,0.002,1000
16363,8.8E-06,1.4,0.002,1000
16364,0.0001,1.3,0.002,1000
16365,0.00013,1.3,0.002,1000
16366,4E-06,1.8,0.002,1000
16367,6E-06,1.4,0.002,1000
16368,0.00015,1.7,0.002,1000
16369,1.4E-05,1.4,0.002,1000
16370,4.8E-06,1.6,0.002,1000
16371,0.003,1.3,0.002,1000
16372,6.1E-06,1.4,0.002,1000
16373,6.4E-06,1.4,0.002,1000
16374,6E-06,1.4,0.002,1000
16375,5.2E-06,1.4,0.002,1000
16376,5.6E-05,1.3,0.002,1000
16377,0.00015,1.8,0.002,1000
16378,4.3E-06,1.7,0.002,1000
16379,5E-06,1.5,0.002,1000
16380,8.1E-06,1.4,0.002,1000
16381,9.8E-06,1.3,0.002,1000
16382,3.8E-05,1.3,0.002,1000
16383,4.8E-06,1.5,0.002,1000
16384,4.2E-06,1.8,0.002,1000
16385,4E-06,1.9,0.002,1000
16386,5E-06,1.5,0.002,1000
16387,2.8E-05,1.3,0.002,1000
16388,5.1E-06,1.4,0.002,1000
16389,3.8E-06,1.9,0.002,1000
16390,5.9E-06,1.4,0.002,1000
16391,0.00026,2.5,0.002,1000
16392,2.4E-05,1.3,0.002,1000
16393,3.6E-05,1.3,0.002,1000
16394,0.00057,1.3,0.002,1000
16395,5.1E-06,1.5,0.002,1000
16396,4.5E-06,1.6,0.002,1000
16397,6.1E-06,1.4,0.002,1000
16398,4.1E-06,1.4,0.002,1000
16399,6.3E-06,1.4,0.002,1000
16400,5.8E-06,1.4,0.002,1000
16401,8.2E-06,1.2,0.002,1000
16402,1.9E-05,1.4,0.002,1000
16403,5.7E-06,1.4,0.002,1000
16404,0.00061,1.4,0.002,1000
16405,0.00024,1.3,0.002,1000
16406,4.2E-05,1.3,0.002,1000
16407,6.7E-06,1.3,0.002,1000
16408,3.8E-06,2,0.002,1000
16409,4.9E-06,1.6,0.002,1000
16410,7.6E-06,1.4,0.002,1000
16411,3.2E-05,1.4,0.002,1000
16412,0.00021,1.3,0.002,1000
16413,4.8E-06,1.6,0.002,1000
16414,3.7E-06,2,0.002,1000
16415,2.3E-05,1.3,0.002,1000
16416,2.1E-05,1.2,0.002,1000
16417,5.7E-06,1.4,0.002,1000
16418,1.7E-05,1.3,0.002,1000
16419,4.1E-06,1.7,0.002,1000
16420,3.8E-06,1.9,0.002,1000
16421,2E-05,1.3,0.002,1000
16422,0.00013,1.4,0.002,1000
16423,0.00027,2.7,0.002,1000
16424,4.3E-06,1.7,0.002,1000
16425,4.4E-06,1.6,0.002,1000
16426,4.8E-06,1.5,0.002,1000
16427,4.4E-06,1.6,0.002,1000
16428,4E-06,1.8,0.002,1000
16429,4.3E-06,1.6,0.002,1000
16430,4.3E-06,1.6,0.002,1000
16431,0.00014,1.7,0.002,1000
16432,0.00026,1.3,0.002,1000
16433,6.6E-05,1.2,0.002,1000
16434,8E-06,1.3,0.002,1000
16435,5.6E-06,1.5,0.002,1000
16436,0.00011,1.3,0.002,1000
16437,4.1E-06,1.8,0.002,1000
16438,6.3E-06,1.5,0.002,1000
16439,6.1E-06,1.4,0.002,1000
16440,4.4E-06,1.5,0.002,1000
16441,1.2E-05,1.4,0.002,1000
16442,2.7E-05,1.3,0.002,1000
16443,7.4E-06,1.4,0.002,1000
16444,4.1E-06,1.8,0.002,1000
16445,4.8E-06,1.5,0.002,1000
16446,5.9E-06,1.4,0.002,1000
16447,5.1E-06,1.6,0.002,1000
16448,7.2E-06,1.2,0.002,1000
16449,0.00015,1.3,0.002,1000
16450,5.7E-06,1.4,0.002,1000
16451,4.5E-06,1.6,0.002,1000
16452,2E-05,1.4,0.002,1000
16453,6.8E-06,1.4,0.002,1000
16454,6.3E-06,1.5,0.002,1000
16455,6.1E-06,1.4,0.002,1000
16456,5.9E-06,1.4,0.002,1000
16457,0.00015,1.5,0.002,1000
16458,7.1E-06,1.4,0.002,1000
16459,4.3E-06,1.6,0.002,1000
16460,1.2E-05,1.4,0.002,1000
16461,1.9E-05,1.4,0.002,1000
16462,6E-06,1.4,0.002,1000
16463,5E-06,1.5,0.002,1000
16464,9.6E-06,1.3,0.002,1000
16465,4.9E-06,1.5,0.002,1000
16466,2.5E-05,1.3,0.002,1000
16467,6.5E-06,1.4,0.002,1000
16468,6.1E-06,1.4,0.002,1000
16469,7.5E-06,1.4,0.002,1000
16470,3.8E-06,1.9,0.002,1000
16471,4E-05,1.3,0.002,1000
16472,4.2E-06,1.7,0.002,1000
16473,0.013,2,0.002,1000
16474,3.9E-06,2,0.002,1000
16475,4.1E-06,1.6,0.002,1000
16476,8.5E-06,1.4,0.002,1000
16477,4.9E-06,1.5,0.002,1000
16478,0.00017,1.6,0.002,1000
16479,6.2E-06,1.3,0.002,1000
16480,4.4E-06,1.7,0.002,1000
16481,1.6E-05,1.4,0.002,1000
16482,5.2E-06,1.5,0.002,1000
16483,4.1E-06,1.8,0.002,1000
16484,5.6E-06,1.4,0.002,1000
16485,4.2E-06,1.7,0.002,1000
16486,7.5E-06,1.4,0.002,1000
16487,3.8E-05,1.4,0.002,1000
16488,4.5E-06,1.6,0.002,1000
16489,2.1E-05,1.3,0.002,1000
16490,1.1E-05,1.4,0.002,1000
16491,5.3E-06,1.6,0.002,1000
16492,8.6E-06,1.3,0.002,1000
16493,0.00066,1.4,0.002,1000
16494,2.6E-05,1.3,0.002,1000
16495,5.5E-06,1.4,0.002,1000
16496,6.4E-06,1.4,0.002,1000
16497,3.8E-06,1.9,0.002,1000
16498,1.5E-05,1.4,0.002,1000
16499,4.5E-06,1.5,0.002,1000
16500,3.7E-05,1.3,0.002,1000
16501,1E-05,1.3,0.002,1000
16502,4.8E-06,1.4,0.002,1000
16503,2.6E-05,1.4,0.002,1000
16504,2.5E-05,1.3,0.002,1000
16505,3.8E-06,1.9,0.002,1000
16506,0.00095,2,0.002,1000
16507,1.3E-05,1.4,0.002,1000
16508,0.0011,1.4,0.002,1000
16509,4.5E-06,1.5,0.002,1000
16510,4.3E-06,1.6,0.002,1000
16511,7.5E-06,1.3,0.002,1000
16512,4.8E-06,1.6,0.002,1000
16513,0.00029,2.6,0.002,1000
16514,1.5E-05,1.4,0.002,1000
16515,8.5E-06,1.4,0.002,1000
16516,4.7E-06,1.5,0.002,1000
16517,4.9E-06,1.5,0.002,1000
16518,6E-06,1.3,0.002,1000
16519,3E-05,1.3,0.002,1000
16520,3.7E-06,2,0.002,1000
16521,4.8E-06,1.5,0.002,1000
16522,4.4E-06,1.5,0.002,1000
16523,2.8E-05,1.3,0.002,1000
16524,6.5E-06,1.4,0.002,1000
16525,5.8E-06,1.4,0.002,1000
16526,1.1E-05,1.4,0.002,1000
16527,4.5E-06,1.6,0.002,1000
16528,5.8E-06,1.4,0.002,1000
16529,4.8E-06,1.5,0.002,1000
16530,3.9E-06,1.9,0.002,1000
16531,6.6E-06,1.4,0.002,1000
16532,6.3E-06,1.4,0.002,1000
16533,0.00017,1.3,0.002,1000
16534,4.2E-06,1.8,0.002,1000
16535,3.8E-06,1.9,0.002,1000
16536,9.1E-06,1.3,0.002,1000
16537,3.1E-05,1.3,0.002,1000
16538,0.00018,1.5,0.002,1000
16539,4.8E-05,1.3,0.002,1000
16540,1.9E-05,1.2,0.002,1000
16541,4.6E-06,1.6,0.002,1000
16542,7.7E-05,1.3,0.002,1000
16543,1.8E-05,1.4,0.002,1000
16544,8E-06,1.4,0.002,1000
16545,4.3E-06,1.8,0.002,1000
16546,6E-06,1.3,0.002,1000
16547,4.1E-06,1.7,0.002,1000
16548,6.2E-06,1.5,0.002,1000
16549,7.7E-06,1.3,0.002,1000
16550,8E-06,1.2,0.002,1000
16551,8.7E-06,1.4,0.002,1000
16552,4.9E-06,1.5,0.002,1000
16553,4.4E-05,1.3,0.002,1000
16554,1.9E-05,1.3,0.002,1000
16555,4.6E-06,1.5,0.002,1000
16556,3.7E-06,2.1,0.002,1000
16557,6.1E-06,1.5,0.002,1000
16558,4.7E-06,1.5,0.002,1000
16559,4.1E-06,1.7,0.002,1000
16560,8E-05,1.3,0.002,1000
16561,5.4E-06,1.3,0.002,1000
16562,4E-06,1.9,0.002,1000
16563,5.4E-06,1.5,0.002,1000
16564,6.2E-06,1.3,0.002,1000
16565,6.5E-06,1.4,0.002,1000
16566,6.9E-06,1.5,0.002,1000
16567,4.2E-06,1.8,0.002,1000
16568,8.2E-06,1.4,0.002,1000
16569,1.7E-05,1.4,0.002,1000
16570,4E-06,1.7,0.002,1000
16571,5.9E-06,1.4,0.002,1000
16572,4.2E-05,1.3,0.002,1000
16573,6.4E-06,1.4,0.002,1000
16574,5.8E-06,1.5,0.002,1000
16575,1.5E-05,1.3,0.002,1000
16576,7.4E-06,1.4,0.002,1000
16577,9.4E-05,1.3,0.002,1000
16578,9.1E-06,1.4,0.002,1000
16579,5.3E-06,1.5,0.002,1000
16580,4E-06,1.9,0.002,1000
16581,3.9E-06,1.8,0.002,1000
16582,4.4E-06,1.5,0.002,1000
16583,6.9E-05,1.3,0.002,1000
16584,5.3E-06,1.5,0.002,1000
16585,5.2E-06,1.4,0.002,1000
16586,5.4E-06,1.5,0.002,1000
16587,4.8E-06,1.5,0.002,1000
16588,0.0002,1.4,0.002,1000
16589,4.3E-06,1.7,0.002,1000
16590,4E-06,1.8,0.002,1000
16591,2.6E-05,1.3,0.002,1000
16592,0.00018,1.3,0.002,1000
16593,5.2E-06,1.4,0.002,1000
16594,4.2E-06,1.6,0.002,1000
16595,4.7E-06,1.6,0.002,1000
16596,5.7E-06,1.4,0.002,1000
16597,6.2E-06,1.5,0.002,1000
16598,4.3E-06,1.6,0.002,1000
16599,8.8E-06,1.4,0.002,1000
16600,1.3E-05,1.4,0.002,1000
16601,1E-05,1.4,0.002,1000
16602,4.1E-06,1.4,0.002,1000
16603,1.4E-05,1.4,0.002,1000
16604,4.9E-06,1.5,0.002,1000
16605,1.6E-05,1.4,0.002,1000
16606,7.2E-06,1.4,0.002,1000
16607,5E-06,1.5,0.002,1000
16608,0.0001,1.3,0.002,1000
16609,0.00038,1.3,0.002,1000
16610,2.1E-05,1.4,0.002,1000
16611,5.2E-06,1.4,0.002,1000
16612,6.1E-06,1.3,0.002,1000
16613,4.6E-06,1.6,0.002,1000
16614,6.3E-06,1.3,0.002,1000
16615,2.1E-05,1.3,0.002,1000
16616,5.6E-06,1.6,0.002,1000
16617,4E-06,1.8,0.002,1000
16618,4.4E-06,1.6,0.002,1000
16619,5.8E-06,1.4,0.002,1000
16620,3.7E-06,2,0.002,1000
16621,9.5E-06,1.3,0.002,1000
16622,4.4E-06,1.5,0.002,1000
16623,4.1E-06,1.3,0.002,1000
16624,4.3E-06,1.7,0.002,1000
16625,6.7E-06,1.4,0.002,1000
16626,1.9E-05,1.3,0.002,1000
16627,0.00031,1.3,0.002,1000
16628,4.5E-06,1.6,0.002,1000
16629,0.00079,1.4,0.002,1000
16630,6.8E-06,1.3,0.002,1000
16631,1.9E-05,1.4,0.002,1000
16632,8E-06,1.4,0.002,1000
16633,4.8E-06,1.5,0.002,1000
16634,4.4E-06,1.6,0.002,1000
16635,0.00024,1.5,0.002,1000
16636,4.5E-06,1.5,0.002,1000
16637,6.3E-06,1.4,0.002,1000
16638,4.2E-06,1.7,0.002,1000
16639,4.3E-06,1.7,0.002,1000
16640,1.4E-05,1.4,0.002,1000
16641,4.9E-06,1.5,0.002,1000
16642,5E-06,1.5,0.002,1000
16643,6.5E-06,1.4,0.002,1000
16644,1.8E-05,1.3,0.002,1000
16645,7.4E-06,1.4,0.002,1000
16646,4.3E-06,1.7,0.002,1000
16647,1.6E-05,1.4,0.002,1000
16648,0.00085,9,0.002,1000
16649,5.5E-06,1.4,0.002,1000
16650,1.6E-05,1.4,0.002,1000
16651,4.2E-06,1.7,0.002,1000
16652,4.3E-06,1.7,0.002,1000
16653,4E-06,1.4,0.002,1000
16654,4.3E-06,1.6,0.002,1000
16655,6.1E-06,1.4,0.002,1000
16656,4.7E-06,1.5,0.002,1000
16657,5.6E-06,1.5,0.002,1000
16658,4E-06,1.7,0.002,1000
16659,0.00014,1.8,0.002,1000
16660,5.7E-06,1.4,0.002,1000
16661,1E-05,1.3,0.002,1000
16662,5.6E-06,1.5,0.002,1000
16663,5.4E-06,1.5,0.002,1000
16664,7.8E-06,1.4,0.002,1000
16665,6.6E-06,1.4,0.002,1000
16666,3.8E-06,1.9,0.002,1000
16667,9.5E-06,1.4,0.002,1000
16668,7.1E-06,1.4,0.002,1000
16669,5.6E-06,1.5,0.002,1000
16670,5.7E-06,1.5,0.002,1000
16671,1.4E-05,1.3,0.002,1000
16672,4.6E-05,1.3,0.002,1000
16673,3.8E-06,2,0.002,1000
16674,2.9E-05,1.3,0.002,1000
16675,6.2E-06,1.3,0.002,1000
16676,5.8E-06,1.4,0.002,1000
16677,0.0013,1.5,0.002,1000
16678,0.00026,1.4,0.002,1000
16679,4.2E-06,1.7,0.002,1000
16680,4.9E-06,1.5,0.002,1000
16681,7.5E-06,1.4,0.002,1000
16682,8.2E-06,1.2,0.002,1000
16683,4E-06,1.7,0.002,1000
16684,3.7E-06,2,0.002,1000
16685,4.3E-06,1.6,0.002,1000
16686,4.8E-06,1.5,0.002,1000
16687,7.3E-06,1.3,0.002,1000
16688,7.2E-06,1.4,0.002,1000
16689,8.2E-06,1.4,0.002,1000
16690,4.4E-06,1.6,0.002,1000
16691,5.4E-06,1.4,0.002,1000
16692,5.9E-06,1.3,0.002,1000
16693,1.4E-05,1.4,0.002,1000
16694,7E-06,1.4,0.002,1000
16695,4E-06,1.9,0.002,1000
16696,9.1E-06,1.4,0.002,1000
16697,4.3E-05,1.3,0.002,1000
16698,3.8E-06,1.9,0.002,1000
16699,8.6E-06,1.4,0.002,1000
16700,6.5E-06,1.3,0.002,1000
16701,3.1E-05,1.3,0.002,1000
16702,9.4E-06,1.4,0.002,1000
16703,4.5E-06,1.5,0.002,1000
16704,4.3E-06,1.6,0.002,1000
16705,4.1E-06,1.8,0.002,1000
16706,0.0046,1.3,0.002,1000
16707,4.1E-06,1.7,0.002,1000
16708,4.6E-06,1.5,0.002,1000
16709,4.1E-06,1.7,0.002,1000
16710,1E-05,1.3,0.002,1000
16711,0.00018,1.7,0.002,1000
16712,6.3E-06,1.4,0.002,1000
16713,3.8E-06,2,0.002,1000
16714,1.6E-05,1.4,0.002,1000
16715,0.00057,1.6,0.002,1000
16716,4.3E-06,1.7,0.002,1000
16717,4.6E-06,1.6,0.002,1000
16718,4.3E-06,1.7,0.002,1000
16719,4.6E-06,1.5,0.002,1000
16720,1.6E-05,1.4,0.002,1000
16721,6.2E-06,1.4,0.002,1000
16722,4.9E-06,1.5,0.002,1000
16723,1.1E-05,1.4,0.002,1000
16724,0.0002,1.8,0.002,1000
16725,4.7E-06,1.7,0.002,1000
16726,4E-06,1.7,0.002,1000
16727,4.6E-06,1.5,0.002,1000
16728,4.3E-06,1.7,0.002,1000
16729,4.5E-06,1.7,0.002,1000
16730,3.7E-06,2,0.002,1000
16731,5.1E-06,1.5,0.002,1000
16732,4E-05,1.3,0.002,1000
16733,0.0031,1.3,0.002,1000
16734,4.6E-06,1.6,0.002,1000
16735,2.2E-05,1.4,0.002,1000
16736,5.1E-06,1.6,0.002,1000
16737,4E-06,1.8,0.002,1000
16738,7E-06,1.3,0.002,1000
16739,8.4E-06,1.4,0.002,1000
16740,7.4E-06,1.3,0.002,1000
16741,2.2E-05,1.4,0.002,1000
16742,1.7E-05,1.4,0.002,1000
16743,6.6E-06,1.3,0.002,1000
16744,4E-06,1.8,0.002,1000
16745,6.3E-05,1.3,0.002,1000
16746,1.4E-05,1.4,0.002,1000
16747,6.1E-06,1.4,0.002,1000
16748,2.8E-05,1.3,0.002,1000
16749,0.00042,1.3,0.002,1000
16750,4.7E-06,1.6,0.002,1000
16751,5.5E-06,1.4,0.002,1000
16752,0.00015,1.3,0.002,1000
16753,1.5E-05,1.3,0.002,1000
16754,1.1E-05,1.3,0.002,1000
16755,3.9E-06,1.9,0.002,1000
16756,6.4E-06,1.5,0.002,1000
16757,5.1E-06,1.5,0.002,1000
16758,4.5E-06,1.6,0.002,1000
16759,2.3E-05,1.3,0.002,1000
16760,0.00046,1.3,0.002,1000
16761,1.7E-05,1.4,0.002,1000
16762,8.2E-06,1.4,0.002,1000
16763,6.5E-06,1.3,0.002,1000
16764,0.00026,1.3,0.002,1000
16765,4.5E-06,1.6,0.002,1000
16766,3.2E-05,1.3,0.002,1000
16767,5.2E-06,1.4,0.002,1000
16768,6.8E-06,1.4,0.002,1000
16769,3.7E-06,2,0.002,1000
16770,8.8E-06,1.3,0.002,1000
16771,4.5E-06,1.6,0.002,1000
16772,4.2E-06,1.6,0.002,1000
16773,0.00016,1.3,0.002,1000
16774,0.00025,1.9,0.002,1000
16775,4.5E-06,1.6,0.002,1000
16776,3.9E-06,1.9,0.002,1000
16777,7.3E-05,1.3,0.002,1000
16778,8.1E-06,1.2,0.002,1000
16779,9.3E-06,1.4,0.002,1000
16780,0.00012,1.3,0.002,1000
16781,7.3E-06,1.4,0.002,1000
16782,5.5E-06,1.5,0.002,1000
16783,0.00042,1.4,0.002,1000
16784,6.7E-06,1.3,0.002,1000
16785,0.00015,1.6,0.002,1000
16786,0.0002,1.4,0.002,1000
16787,3.9E-05,1.3,0.002,1000
16788,4.2E-06,1.8,0.002,1000
16789,4.2E-06,1.6,0.002,1000
16790,0.0033,1.3,0.002,1000
16791,6.3E-06,1.4,0.002,1000
16792,6.2E-06,1.4,0.002,1000
16793,4.4E-06,1.7,0.002,1000
16794,6.3E-06,1.3,0.002,1000
16795,4.1E-06,1.4,0.002,1000
16796,4.7E-06,1.6,0.002,1000
16797,8.2E-06,1.5,0.002,1000
16798,4.4E-06,1.6,0.002,1000
16799,2.4E-05,1.2,0.002,1000
16800,3.9E-06,2,0.002,1000
16801,6.9E-05,1.3,0.002,1000
16802,6.1E-06,1.5,0.002,1000
16803,7.6E-06,1.4,0.002,1000
16804,5.6E-06,1.4,0.002,1000
16805,7.7E-06,1.4,0.002,1000
16806,2.5E-05,1.3,0.002,1000
16807,1.4E-05,1.3,0.002,1000
16808,7.3E-06,1.4,0.002,1000
16809,1.8E-05,1.3,0.002,1000
16810,1.9E-05,1.4,0.002,1000
16811,4.2E-06,1.6,0.002,1000
16812,4.1E-06,1.7,0.002,1000
16813,0.00011,1.3,0.002,1000
16814,2.4E-05,1.3,0.002,1000
16815,1.5E-05,1.4,0.002,1000
16816,3.8E-06,2,0.002,1000
16817,4.1E-06,1.7,0.002,1000
16818,8E-06,1.4,0.002,1000
16819,6E-05,1.3,0.002,1000
16820,3.9E-06,2,0.002,1000
16821,6.3E-06,1.4,0.002,1000
16822,1.4E-05,1.3,0.002,1000
16823,4.5E-06,1.6,0.002,1000
16824,6.5E-06,1.4,0.002,1000
16825,1.4E-05,1.4,0.002,1000
16826,7.4E-06,1.4,0.002,1000
16827,1.7E-05,1.4,0.002,1000
16828,4E-06,1.9,0.002,1000
16829,5.2E-06,1.5,0.002,1000
16830,0.00016,1.3,0.002,1000
16831,6.5E-06,1.4,0.002,1000
16832,4.2E-06,1.6,0.002,1000
16833,4.2E-06,1.7,0.002,1000
16834,4.2E-06,1.7,0.002,1000
16835,1.4E-05,1.3,0.002,1000
16836,6.9E-05,1.4,0.002,1000
16837,0.00024,1.3,0.002,1000
16838,4.6E-06,1.6,0.002,1000
16839,8.3E-06,1.3,0.002,1000
16840,6.9E-06,1.3,0.002,1000
16841,3.9E-06,2,0.002,1000
16842,1.7E-05,1.4,0.002,1000
16843,3.9E-06,1.9,0.002,1000
16844,4.5E-06,1.7,0.002,1000
16845,4.2E-06,1.7,0.002,1000
16846,6.1E-06,1.4,0.002,1000
16847,7.1E-06,1.4,0.002,1000
16848,3.9E-06,2,0.002,1000
16849,7.6E-06,1.2,0.002,1000
16850,5.4E-06,1.5,0.002,1000
16851,5.3E-06,1.5,0.002,1000
16852,4.2E-06,1.7,0.002,1000
16853,5E-06,1.5,0.002,1000
16854,0.00039,1.6,0.002,1000
16855,0.00011,1.4,0.002,1000
16856,4E-06,1.8,0.002,1000
16857,7.3E-06,1.2,0.002,1000
16858,6E-05,1.3,0.002,1000
16859,4.1E-06,1.7,0.002,1000
16860,5.2E-06,1.4,0.002,1000
16861,6.8E-06,1.4,0.002,1000
16862,3.7E-06,2,0.002,1000
16863,4.3E-06,1.6,0.002,1000
16864,6.2E-06,1.4,0.002,1000
16865,3.9E-06,1.8,0.002,1000
16866,4.3E-06,1.6,0.002,1000
16867,5E-06,1.5,0.002,1000
16868,4.4E-06,1.5,0.002,1000
16869,3.6E-05,1.3,0.002,1000
16870,0.00012,1.5,0.002,1000
16871,1.1E-05,1.4,0.002,1000
16872,8.4E-06,1.4,0.002,1000
16873,4.7E-06,1.5,0.002,1000
16874,7.9E-06,1.4,0.002,1000
16875,0.0002,1.3,0.002,1000
16876,7.6E-05,1.3,0.002,1000
16877,4.2E-06,1.7,0.002,1000
16878,4.3E-06,1.7,0.002,1000
16879,4.6E-06,1.6,0.002,1000
16880,6.2E-05,1.3,0.002,1000
16881,4.2E-06,1.7,0.002,1000
16882,2.7E-05,1.3,0.002,1000
16883,5.9E-05,1.3,0.002,1000
16884,4.5E-06,1.5,0.002,1000
16885,3.1E-05,1.3,0.002,1000
16886,6.1E-06,1.5,0.002,1000
16887,4.1E-06,1.7,0.002,1000
16888,0.00018,1.3,0.002,1000
16889,6.4E-06,1.3,0.002,1000
16890,5.1E-06,1.4,0.002,1000
16891,5.8E-06,1.4,0.002,1000
16892,0.00018,1.4,0.002,1000
16893,1.5E-05,1.4,0.002,1000
16894,5.6E-06,1.5,0.002,1000
16895,6.7E-06,1.4,0.002,1000
16896,1.9E-05,1.4,0.002,1000
16897,8E-06,1.4,0.002,1000
16898,4.6E-06,1.6,0.002,1000
16899,4E-06,1.8,0.002,1000
16900,1.4E-05,1.4,0.002,1000
16901,1.8E-05,1.4,0.002,1000
16902,3.5E-05,1.3,0.002,1000
16903,3.9E-06,1.9,0.002,1000
16904,4.2E-06,1.7,0.002,1000
16905,4.3E-06,1.6,0.002,1000
16906,4.1E-06,1.8,0.002,1000
16907,0.002,2.1,0.002,1000
16908,3.7E-05,1.3,0.002,1000
16909,4.1E-06,1.7,0.002,1000
16910,1.7E-05,1.4,0.002,1000
16911,4.3E-06,1.6,0.002,1000
16912,8.6E-06,1.4,0.002,1000
16913,4.1E-06,1.8,0.002,1000
16914,5.9E-06,1.4,0.002,1000
16915,7.1E-06,1.4,0.002,1000
16916,1.8E-05,1.4,0.002,1000
16917,4.3E-06,1.7,0.002,1000
16918,1.3E-05,1.4,0.002,1000
16919,0.0073,1.3,0.002,1000
16920,7.2E-06,1.4,0.002,1000
16921,5E-06,1.5,0.002,1000
16922,4.9E-06,1.6,0.002,1000
16923,4.3E-06,1.7,0.002,1000
16924,4.1E-06,1.7,0.002,1000
16925,9.2E-05,1.3,0.002,1000
16926,0.00016,1.3,0.002,1000
16927,4.3E-06,1.6,0.002,1000
16928,6.4E-06,1.4,0.002,1000
16929,0.00016,1.4,0.002,1000
16930,7.2E-06,1.3,0.002,1000
16931,1.1E-05,1.4,0.002,1000
16932,5.1E-06,1.5,0.002,1000
16933,5.3E-06,1.3,0.002,1000
16934,6.2E-06,1.4,0.002,1000
16935,7.9E-06,1.3,0.002,1000
16936,5.3E-06,1.5,0.002,1000
16937,4.7E-06,1.5,0.002,1000
16938,2.6E-05,1.3,0.002,1000
16939,7.6E-06,1.4,0.002,1000
16940,4E-06,1.9,0.002,1000
16941,4.4E-06,1.6,0.002,1000
16942,3.8E-06,1.9,0.002,1000
16943,5E-06,1.5,0.002,1000
16944,1.6E-05,1.4,0.002,1000
16945,3.8E-06,1.9,0.002,1000
16946,5.2E-06,1.4,0.002,1000
16947,5.3E-06,1.5,0.002,1000
16948,9.7E-06,1.3,0.002,1000
16949,4.4E-06,1.6,0.002,1000
16950,0.00022,1.3,0.002,1000
16951,4.2E-06,1.7,0.002,1000
16952,3.9E-06,1.9,0.002,1000
16953,9.1E-06,1.4,0.002,1000
16954,0.00042,1.7,0.002,1000
16955,1.2E-05,1.4,0.002,1000
16956,4.5E-06,1.6,0.002,1000
16957,0.0003,1.3,0.002,1000
16958,4.3E-06,1.6,0.002,1000
16959,4.4E-06,1.6,0.002,1000
16960,0.00028,1.3,0.002,1000
16961,4.3E-05,1.4,0.002,1000
16962,4.6E-06,1.5,0.002,1000
16963,6E-06,1.4,0.002,1000
16964,1.6E-05,1.3,0.002,1000
16965,4E-06,1.8,0.002,1000
16966,4E-06,1.8,0.002,1000
16967,3.3E-05,1.3,0.002,1000
16968,2.7E-05,1.3,0.002,1000
16969,4E-06,1.8,0.002,1000
16970,7.5E-06,1.4,0.002,1000
16971,4.6E-06,1.6,0.002,1000
16972,2.3E-05,1.3,0.002,1000
16973,6.4E-05,1.3,0.002,1000
16974,7.8E-06,1.3,0.002,1000
16975,7.2E-06,1.4,0.002,1000
16976,6.2E-06,1.4,0.002,1000
16977,1.4E-05,1.4,0.002,1000
16978,3.1E-05,1.3,0.002,1000
16979,8.7E-06,1.3,0.002,1000
16980,6.1E-06,1.4,0.002,1000
16981,3.6E-05,1.3,0.002,1000
16982,1.8E-05,1.4,0.002,1000
16983,7.5E-06,1.4,0.002,1000
16984,6.3E-06,1.4,0.002,1000
16985,0.0041,1.3,0.002,1000
16986,4.1E-05,1.3,0.002,1000
16987,0.02,1.3,0.002,1000
16988,4.7E-06,1.5,0.002,1000
16989,3.9E-05,1.3,0.002,1000
16990,6E-06,1.4,0.002,1000
16991,4.4E-06,1.6,0.002,1000
16992,4.1E-06,1.6,0.002,1000
16993,5.8E-06,1.4,0.002,1000
16994,5.6E-06,1.5,0.002,1000
16995,4E-06,1.9,0.002,1000
