,Alive,BH_ratio,Dead,Trans
0,168,0.0,129,203
1,172,0.05,142,186
2,206,0.1,120,174
3,229,0.15000000000000002,118,153
4,226,0.2,114,160
5,228,0.25,111,161
6,257,0.30000000000000004,114,129
7,272,0.35000000000000003,94,134
8,273,0.4,97,130
9,300,0.45,74,126
10,327,0.5,67,106
11,341,0.55,65,94
12,356,0.6000000000000001,74,70
13,362,0.65,48,90
14,375,0.7000000000000001,51,74
15,405,0.75,37,58
16,401,0.8,35,64
17,444,0.8500000000000001,20,36
18,429,0.9,28,43
19,452,0.9500000000000001,20,28
20,467,1.0,4,29
21,173,0.0,134,193
22,185,0.05,133,182
23,197,0.1,135,168
24,216,0.15000000000000002,111,173
25,214,0.2,131,155
26,236,0.25,104,160
27,258,0.30000000000000004,99,143
28,252,0.35000000000000003,93,155
29,292,0.4,86,122
30,300,0.45,92,108
31,309,0.5,78,113
32,317,0.55,75,108
33,339,0.6000000000000001,70,91
34,367,0.65,47,86
35,384,0.7000000000000001,39,77
36,396,0.75,32,72
37,433,0.8,29,38
38,431,0.8500000000000001,26,43
39,443,0.9,16,41
40,454,0.9500000000000001,10,36
41,484,1.0,3,13
42,177,0.0,136,187
43,191,0.05,121,188
44,193,0.1,129,178
45,204,0.15000000000000002,123,173
46,237,0.2,113,150
47,225,0.25,117,158
48,252,0.30000000000000004,106,142
49,260,0.35000000000000003,98,142
50,300,0.4,66,134
51,295,0.45,90,115
52,324,0.5,74,102
53,331,0.55,68,101
54,362,0.6000000000000001,60,78
55,357,0.65,52,91
56,369,0.7000000000000001,51,80
57,403,0.75,29,68
58,398,0.8,33,69
59,439,0.8500000000000001,20,41
60,433,0.9,25,42
61,460,0.9500000000000001,15,25
62,460,1.0,8,32
63,157,0.0,138,205
64,188,0.05,124,188
65,197,0.1,132,171
66,215,0.15000000000000002,118,167
67,241,0.2,103,156
68,251,0.25,104,145
69,241,0.30000000000000004,99,160
70,283,0.35000000000000003,83,134
71,279,0.4,89,132
72,308,0.45,76,116
73,313,0.5,76,111
74,346,0.55,65,89
75,339,0.6000000000000001,64,97
76,364,0.65,48,88
77,381,0.7000000000000001,44,75
78,390,0.75,32,78
79,401,0.8,36,63
80,426,0.8500000000000001,24,50
81,434,0.9,18,48
82,445,0.9500000000000001,16,39
83,478,1.0,4,18
84,154,0.0,153,193
85,190,0.05,130,180
86,180,0.1,128,192
87,192,0.15000000000000002,137,171
88,238,0.2,109,153
89,268,0.25,84,148
90,247,0.30000000000000004,106,147
91,267,0.35000000000000003,93,140
92,312,0.4,82,106
93,298,0.45,78,124
94,320,0.5,69,111
95,315,0.55,70,115
96,343,0.6000000000000001,56,101
97,377,0.65,37,86
98,396,0.7000000000000001,56,48
99,387,0.75,41,72
100,408,0.8,37,55
101,422,0.8500000000000001,25,53
102,437,0.9,24,39
103,457,0.9500000000000001,13,30
104,466,1.0,0,34
105,175,0.0,133,192
106,175,0.05,128,197
107,186,0.1,119,195
108,208,0.15000000000000002,125,167
109,224,0.2,118,158
110,242,0.25,104,154
111,260,0.30000000000000004,106,134
112,275,0.35000000000000003,99,126
113,274,0.4,86,140
114,307,0.45,76,117
115,314,0.5,66,120
116,323,0.55,79,98
117,363,0.6000000000000001,42,95
118,360,0.65,55,85
119,385,0.7000000000000001,42,73
120,393,0.75,42,65
121,418,0.8,27,55
122,425,0.8500000000000001,23,52
123,454,0.9,15,31
124,459,0.9500000000000001,13,28
125,468,1.0,11,21
126,166,0.0,124,210
127,168,0.05,141,191
128,200,0.1,118,182
129,218,0.15000000000000002,103,179
130,250,0.2,109,141
131,234,0.25,96,170
132,275,0.30000000000000004,81,144
133,288,0.35000000000000003,102,110
134,289,0.4,77,134
135,316,0.45,81,103
136,320,0.5,70,110
137,317,0.55,62,121
138,345,0.6000000000000001,65,90
139,367,0.65,56,77
140,365,0.7000000000000001,44,91
141,393,0.75,50,57
142,418,0.8,31,51
143,428,0.8500000000000001,27,45
144,447,0.9,18,35
145,465,0.9500000000000001,12,23
146,464,1.0,9,27
147,188,0.0,126,186
148,175,0.05,127,198
149,190,0.1,122,188
150,201,0.15000000000000002,121,178
151,222,0.2,118,160
152,238,0.25,96,166
153,270,0.30000000000000004,94,136
154,275,0.35000000000000003,82,143
155,269,0.4,90,141
156,322,0.45,70,108
157,326,0.5,67,107
158,330,0.55,70,100
159,374,0.6000000000000001,46,80
160,353,0.65,52,95
161,368,0.7000000000000001,47,85
162,402,0.75,35,63
163,412,0.8,34,54
164,417,0.8500000000000001,21,62
165,458,0.9,13,29
166,448,0.9500000000000001,12,40
167,457,1.0,6,37
168,163,0.0,132,205
169,199,0.05,122,179
170,214,0.1,115,171
171,229,0.15000000000000002,117,154
172,231,0.2,103,166
173,228,0.25,107,165
174,258,0.30000000000000004,86,156
175,288,0.35000000000000003,89,123
176,294,0.4,79,127
177,304,0.45,59,137
178,323,0.5,65,112
179,353,0.55,55,92
180,367,0.6000000000000001,47,86
181,363,0.65,48,89
182,387,0.7000000000000001,41,72
183,398,0.75,39,63
184,422,0.8,28,50
185,409,0.8500000000000001,32,59
186,445,0.9,19,36
187,450,0.9500000000000001,9,41
188,470,1.0,7,23
189,168,0.0,129,203
190,172,0.05,142,186
191,206,0.1,120,174
192,229,0.15000000000000002,118,153
193,226,0.2,114,160
194,228,0.25,111,161
195,257,0.30000000000000004,114,129
196,272,0.35000000000000003,94,134
197,273,0.4,97,130
198,300,0.45,74,126
199,327,0.5,67,106
200,341,0.55,65,94
201,356,0.6000000000000001,74,70
202,362,0.65,48,90
203,375,0.7000000000000001,51,74
204,405,0.75,37,58
205,401,0.8,35,64
206,444,0.8500000000000001,20,36
207,429,0.9,28,43
208,452,0.9500000000000001,20,28
209,467,1.0,4,29
210,173,0.0,134,193
211,185,0.05,133,182
212,197,0.1,135,168
213,216,0.15000000000000002,111,173
214,214,0.2,131,155
215,236,0.25,104,160
216,258,0.30000000000000004,99,143
217,252,0.35000000000000003,93,155
218,292,0.4,86,122
219,300,0.45,92,108
220,309,0.5,78,113
221,317,0.55,75,108
222,339,0.6000000000000001,70,91
223,367,0.65,47,86
224,384,0.7000000000000001,39,77
225,396,0.75,32,72
226,433,0.8,29,38
227,431,0.8500000000000001,26,43
228,443,0.9,16,41
229,454,0.9500000000000001,10,36
230,484,1.0,3,13
231,177,0.0,136,187
232,191,0.05,121,188
233,193,0.1,129,178
234,204,0.15000000000000002,123,173
235,237,0.2,113,150
236,225,0.25,117,158
237,252,0.30000000000000004,106,142
238,260,0.35000000000000003,98,142
239,300,0.4,66,134
240,295,0.45,90,115
241,324,0.5,74,102
242,331,0.55,68,101
243,362,0.6000000000000001,60,78
244,357,0.65,52,91
245,369,0.7000000000000001,51,80
246,403,0.75,29,68
247,398,0.8,33,69
248,439,0.8500000000000001,20,41
249,433,0.9,25,42
250,460,0.9500000000000001,15,25
251,460,1.0,8,32
252,157,0.0,138,205
253,188,0.05,124,188
254,197,0.1,132,171
255,215,0.15000000000000002,118,167
256,241,0.2,103,156
257,251,0.25,104,145
258,241,0.30000000000000004,99,160
259,283,0.35000000000000003,83,134
260,279,0.4,89,132
261,308,0.45,76,116
262,313,0.5,76,111
263,346,0.55,65,89
264,339,0.6000000000000001,64,97
265,364,0.65,48,88
266,381,0.7000000000000001,44,75
267,390,0.75,32,78
268,401,0.8,36,63
269,426,0.8500000000000001,24,50
270,434,0.9,18,48
271,445,0.9500000000000001,16,39
272,478,1.0,4,18
273,154,0.0,153,193
274,190,0.05,130,180
275,180,0.1,128,192
276,192,0.15000000000000002,137,171
277,238,0.2,109,153
278,268,0.25,84,148
279,247,0.30000000000000004,106,147
280,267,0.35000000000000003,93,140
281,312,0.4,82,106
282,298,0.45,78,124
283,320,0.5,69,111
284,315,0.55,70,115
285,343,0.6000000000000001,56,101
286,377,0.65,37,86
287,396,0.7000000000000001,56,48
288,387,0.75,41,72
289,408,0.8,37,55
290,422,0.8500000000000001,25,53
291,437,0.9,24,39
292,457,0.9500000000000001,13,30
293,466,1.0,0,34
294,175,0.0,133,192
295,175,0.05,128,197
296,186,0.1,119,195
297,208,0.15000000000000002,125,167
298,224,0.2,118,158
299,242,0.25,104,154
300,260,0.30000000000000004,106,134
301,275,0.35000000000000003,99,126
302,274,0.4,86,140
303,307,0.45,76,117
304,314,0.5,66,120
305,323,0.55,79,98
306,363,0.6000000000000001,42,95
307,360,0.65,55,85
308,385,0.7000000000000001,42,73
309,393,0.75,42,65
310,418,0.8,27,55
311,425,0.8500000000000001,23,52
312,454,0.9,15,31
313,459,0.9500000000000001,13,28
314,468,1.0,11,21
315,166,0.0,124,210
316,168,0.05,141,191
317,200,0.1,118,182
318,218,0.15000000000000002,103,179
319,250,0.2,109,141
320,234,0.25,96,170
321,275,0.30000000000000004,81,144
322,288,0.35000000000000003,102,110
323,289,0.4,77,134
324,316,0.45,81,103
325,320,0.5,70,110
326,317,0.55,62,121
327,345,0.6000000000000001,65,90
328,367,0.65,56,77
329,365,0.7000000000000001,44,91
330,393,0.75,50,57
331,418,0.8,31,51
332,428,0.8500000000000001,27,45
333,447,0.9,18,35
334,465,0.9500000000000001,12,23
335,464,1.0,9,27
336,188,0.0,126,186
337,175,0.05,127,198
338,190,0.1,122,188
339,201,0.15000000000000002,121,178
340,222,0.2,118,160
341,238,0.25,96,166
342,270,0.30000000000000004,94,136
343,275,0.35000000000000003,82,143
344,269,0.4,90,141
345,322,0.45,70,108
346,326,0.5,67,107
347,330,0.55,70,100
348,374,0.6000000000000001,46,80
349,353,0.65,52,95
350,368,0.7000000000000001,47,85
351,402,0.75,35,63
352,412,0.8,34,54
353,417,0.8500000000000001,21,62
354,458,0.9,13,29
355,448,0.9500000000000001,12,40
356,457,1.0,6,37
357,163,0.0,132,205
358,199,0.05,122,179
359,214,0.1,115,171
360,229,0.15000000000000002,117,154
361,231,0.2,103,166
362,228,0.25,107,165
363,258,0.30000000000000004,86,156
364,288,0.35000000000000003,89,123
365,294,0.4,79,127
366,304,0.45,59,137
367,323,0.5,65,112
368,353,0.55,55,92
369,367,0.6000000000000001,47,86
370,363,0.65,48,89
371,387,0.7000000000000001,41,72
372,398,0.75,39,63
373,422,0.8,28,50
374,409,0.8500000000000001,32,59
375,445,0.9,19,36
376,450,0.9500000000000001,9,41
377,470,1.0,7,23
378,168,0.0,129,203
379,172,0.05,142,186
380,206,0.1,120,174
381,229,0.15000000000000002,118,153
382,226,0.2,114,160
383,228,0.25,111,161
384,257,0.30000000000000004,114,129
385,272,0.35000000000000003,94,134
386,273,0.4,97,130
387,300,0.45,74,126
388,327,0.5,67,106
389,341,0.55,65,94
390,356,0.6000000000000001,74,70
391,362,0.65,48,90
392,375,0.7000000000000001,51,74
393,405,0.75,37,58
394,401,0.8,35,64
395,444,0.8500000000000001,20,36
396,429,0.9,28,43
397,452,0.9500000000000001,20,28
398,467,1.0,4,29
399,173,0.0,134,193
400,185,0.05,133,182
401,197,0.1,135,168
402,216,0.15000000000000002,111,173
403,214,0.2,131,155
404,236,0.25,104,160
405,258,0.30000000000000004,99,143
406,252,0.35000000000000003,93,155
407,292,0.4,86,122
408,300,0.45,92,108
409,309,0.5,78,113
410,317,0.55,75,108
411,339,0.6000000000000001,70,91
412,367,0.65,47,86
413,384,0.7000000000000001,39,77
414,396,0.75,32,72
415,433,0.8,29,38
416,431,0.8500000000000001,26,43
417,443,0.9,16,41
418,454,0.9500000000000001,10,36
419,484,1.0,3,13
420,177,0.0,136,187
421,191,0.05,121,188
422,193,0.1,129,178
423,204,0.15000000000000002,123,173
424,237,0.2,113,150
425,225,0.25,117,158
426,252,0.30000000000000004,106,142
427,260,0.35000000000000003,98,142
428,300,0.4,66,134
429,295,0.45,90,115
430,324,0.5,74,102
431,331,0.55,68,101
432,362,0.6000000000000001,60,78
433,357,0.65,52,91
434,369,0.7000000000000001,51,80
435,403,0.75,29,68
436,398,0.8,33,69
437,439,0.8500000000000001,20,41
438,433,0.9,25,42
439,460,0.9500000000000001,15,25
440,460,1.0,8,32
441,157,0.0,138,205
442,188,0.05,124,188
443,197,0.1,132,171
444,215,0.15000000000000002,118,167
445,241,0.2,103,156
446,251,0.25,104,145
447,241,0.30000000000000004,99,160
448,283,0.35000000000000003,83,134
449,279,0.4,89,132
450,308,0.45,76,116
451,313,0.5,76,111
452,346,0.55,65,89
453,339,0.6000000000000001,64,97
454,364,0.65,48,88
455,381,0.7000000000000001,44,75
456,390,0.75,32,78
457,401,0.8,36,63
458,426,0.8500000000000001,24,50
459,434,0.9,18,48
460,445,0.9500000000000001,16,39
461,478,1.0,4,18
462,154,0.0,153,193
463,190,0.05,130,180
464,180,0.1,128,192
465,192,0.15000000000000002,137,171
466,238,0.2,109,153
467,268,0.25,84,148
468,247,0.30000000000000004,106,147
469,267,0.35000000000000003,93,140
470,312,0.4,82,106
471,298,0.45,78,124
472,320,0.5,69,111
473,315,0.55,70,115
474,343,0.6000000000000001,56,101
475,377,0.65,37,86
476,396,0.7000000000000001,56,48
477,387,0.75,41,72
478,408,0.8,37,55
479,422,0.8500000000000001,25,53
480,437,0.9,24,39
481,457,0.9500000000000001,13,30
482,466,1.0,0,34
483,175,0.0,133,192
484,175,0.05,128,197
485,186,0.1,119,195
486,208,0.15000000000000002,125,167
487,224,0.2,118,158
488,242,0.25,104,154
489,260,0.30000000000000004,106,134
490,275,0.35000000000000003,99,126
491,274,0.4,86,140
492,307,0.45,76,117
493,314,0.5,66,120
494,323,0.55,79,98
495,363,0.6000000000000001,42,95
496,360,0.65,55,85
497,385,0.7000000000000001,42,73
498,393,0.75,42,65
499,418,0.8,27,55
500,425,0.8500000000000001,23,52
501,454,0.9,15,31
502,459,0.9500000000000001,13,28
503,468,1.0,11,21
504,166,0.0,124,210
505,168,0.05,141,191
506,200,0.1,118,182
507,218,0.15000000000000002,103,179
508,250,0.2,109,141
509,234,0.25,96,170
510,275,0.30000000000000004,81,144
511,288,0.35000000000000003,102,110
512,289,0.4,77,134
513,316,0.45,81,103
514,320,0.5,70,110
515,317,0.55,62,121
516,345,0.6000000000000001,65,90
517,367,0.65,56,77
518,365,0.7000000000000001,44,91
519,393,0.75,50,57
520,418,0.8,31,51
521,428,0.8500000000000001,27,45
522,447,0.9,18,35
523,465,0.9500000000000001,12,23
524,464,1.0,9,27
525,188,0.0,126,186
526,175,0.05,127,198
527,190,0.1,122,188
528,201,0.15000000000000002,121,178
529,222,0.2,118,160
530,238,0.25,96,166
531,270,0.30000000000000004,94,136
532,275,0.35000000000000003,82,143
533,269,0.4,90,141
534,322,0.45,70,108
535,326,0.5,67,107
536,330,0.55,70,100
537,374,0.6000000000000001,46,80
538,353,0.65,52,95
539,368,0.7000000000000001,47,85
540,390,0.75,37,73
541,403,0.8,33,64
542,434,0.8500000000000001,31,35
543,437,0.9,15,48
544,454,0.9500000000000001,13,33
545,479,1.0,6,15
546,166,0.0,134,200
547,173,0.05,137,190
548,197,0.1,121,182
549,219,0.15000000000000002,119,162
550,225,0.2,116,159
551,232,0.25,104,164
552,258,0.30000000000000004,100,142
553,279,0.35000000000000003,92,129
554,299,0.4,78,123
555,313,0.45,78,109
556,335,0.5,69,96
557,334,0.55,63,103
558,342,0.6000000000000001,60,98
559,374,0.65,53,73
560,386,0.7000000000000001,42,72
561,400,0.75,45,55
562,398,0.8,34,68
563,420,0.8500000000000001,29,51
564,437,0.9,19,44
565,458,0.9500000000000001,13,29
566,466,1.0,7,27
567,141,0.0,139,220
568,185,0.05,131,184
569,215,0.1,117,168
570,216,0.15000000000000002,111,173
571,226,0.2,107,167
572,221,0.25,113,166
573,264,0.30000000000000004,96,140
574,273,0.35000000000000003,88,139
575,279,0.4,72,149
576,285,0.45,76,139
577,311,0.5,77,112
578,340,0.55,61,99
579,333,0.6000000000000001,58,109
580,361,0.65,46,93
581,375,0.7000000000000001,49,76
582,380,0.75,41,79
583,418,0.8,39,43
584,424,0.8500000000000001,24,52
585,443,0.9,15,42
586,470,0.9500000000000001,8,22
587,463,1.0,12,25
588,167,0.0,151,182
589,160,0.05,153,187
590,198,0.1,114,188
591,212,0.15000000000000002,130,158
592,235,0.2,98,167
593,214,0.25,123,163
594,244,0.30000000000000004,99,157
595,249,0.35000000000000003,97,154
596,297,0.4,82,121
597,316,0.45,68,116
598,317,0.5,62,121
599,334,0.55,64,102
600,350,0.6000000000000001,51,99
601,372,0.65,52,76
602,392,0.7000000000000001,43,65
603,395,0.75,41,64
604,402,0.8,31,67
605,422,0.8500000000000001,17,61
606,446,0.9,16,38
607,464,0.9500000000000001,12,24
608,470,1.0,11,19
609,179,0.0,138,183
610,179,0.05,132,189
611,201,0.1,115,184
612,229,0.15000000000000002,109,162
613,215,0.2,112,173
614,250,0.25,99,151
615,248,0.30000000000000004,108,144
616,264,0.35000000000000003,106,130
617,292,0.4,88,120
618,298,0.45,83,119
619,329,0.5,60,111
620,338,0.55,63,99
621,333,0.6000000000000001,62,105
622,374,0.65,57,69
623,370,0.7000000000000001,41,89
624,386,0.75,40,74
625,399,0.8,41,60
626,436,0.8500000000000001,19,45
627,452,0.9,16,32
628,458,0.9500000000000001,7,35
629,469,1.0,6,25
630,169,0.0,142,189
631,184,0.05,122,194
632,176,0.1,117,207
633,211,0.15000000000000002,123,166
634,234,0.2,111,155
635,239,0.25,103,158
636,259,0.30000000000000004,98,143
637,278,0.35000000000000003,87,135
638,292,0.4,95,113
639,311,0.45,70,119
640,339,0.5,59,102
641,338,0.55,70,92
642,355,0.6000000000000001,55,90
643,362,0.65,44,94
644,379,0.7000000000000001,47,74
645,394,0.75,37,69
646,395,0.8,38,67
647,423,0.8500000000000001,31,46
648,451,0.9,13,36
649,464,0.9500000000000001,9,27
650,469,1.0,6,25
651,166,0.0,134,200
652,203,0.05,114,183
653,194,0.1,129,177
654,224,0.15000000000000002,127,149
655,237,0.2,112,151
656,243,0.25,117,140
657,266,0.30000000000000004,91,143
658,276,0.35000000000000003,93,131
659,273,0.4,91,136
660,302,0.45,72,126
661,317,0.5,83,100
662,307,0.55,77,116
663,368,0.6000000000000001,56,76
664,373,0.65,51,76
665,375,0.7000000000000001,54,71
666,391,0.75,34,75
667,394,0.8,40,66
668,437,0.8500000000000001,24,39
669,440,0.9,18,42
670,458,0.9500000000000001,5,37
671,474,1.0,4,22
672,156,0.0,127,217
673,181,0.05,137,182
674,214,0.1,121,165
675,214,0.15000000000000002,132,154
676,217,0.2,109,174
677,268,0.25,90,142
678,265,0.30000000000000004,102,133
679,285,0.35000000000000003,87,128
680,278,0.4,99,123
