,Alive,BH_ratio,Dead,Trans
0,179,0.0,151,170
1,182,0.05,124,194
2,187,0.1,133,180
3,219,0.15000000000000002,101,180
4,218,0.2,101,181
5,247,0.25,110,143
6,244,0.30000000000000004,100,156
7,266,0.35000000000000003,95,139
8,281,0.4,77,142
9,320,0.45,73,107
10,326,0.5,61,113
11,351,0.55,51,98
12,349,0.6000000000000001,68,83
13,374,0.65,53,73
14,392,0.7000000000000001,41,67
15,398,0.75,48,54
16,406,0.8,31,63
17,423,0.8500000000000001,23,54
18,437,0.9,19,44
19,460,0.9500000000000001,10,30
20,473,1.0,5,22
21,160,0.0,152,188
22,154,0.05,135,211
23,197,0.1,119,184
24,232,0.15000000000000002,109,159
25,226,0.2,106,168
26,248,0.25,104,148
27,269,0.30000000000000004,87,144
28,249,0.35000000000000003,108,143
29,281,0.4,82,137
30,294,0.45,70,136
31,306,0.5,77,117
32,348,0.55,46,106
33,333,0.6000000000000001,68,99
34,351,0.65,61,88
35,376,0.7000000000000001,47,77
36,394,0.75,40,66
37,415,0.8,30,55
38,420,0.8500000000000001,31,49
39,436,0.9,18,46
40,460,0.9500000000000001,14,26
41,480,1.0,5,15
42,166,0.0,129,205
43,190,0.05,125,185
44,185,0.1,110,205
45,214,0.15000000000000002,122,164
46,222,0.2,125,153
47,247,0.25,113,140
48,251,0.30000000000000004,108,141
49,269,0.35000000000000003,99,132
50,297,0.4,67,136
51,296,0.45,89,115
52,313,0.5,76,111
53,342,0.55,60,98
54,346,0.6000000000000001,57,97
55,371,0.65,53,76
56,383,0.7000000000000001,44,73
57,392,0.75,42,66
58,401,0.8,36,63
59,430,0.8500000000000001,24,46
60,436,0.9,27,37
61,451,0.9500000000000001,8,41
62,469,1.0,9,22
63,174,0.0,126,200
64,191,0.05,118,191
65,190,0.1,124,186
66,198,0.15000000000000002,114,188
67,225,0.2,122,153
68,231,0.25,107,162
69,262,0.30000000000000004,110,128
70,280,0.35000000000000003,86,134
71,309,0.4,83,108
72,304,0.45,72,124
73,314,0.5,78,108
74,343,0.55,65,92
75,345,0.6000000000000001,61,94
76,363,0.65,55,82
77,353,0.7000000000000001,58,89
78,392,0.75,41,67
79,405,0.8,29,66
80,431,0.8500000000000001,21,48
81,445,0.9,17,38
82,451,0.9500000000000001,14,35
83,473,1.0,5,22
84,183,0.0,129,188
85,184,0.05,132,184
86,195,0.1,122,183
87,218,0.15000000000000002,116,166
88,242,0.2,112,146
89,248,0.25,108,144
90,268,0.30000000000000004,89,143
91,276,0.35000000000000003,76,148
92,295,0.4,92,113
93,321,0.45,70,109
94,325,0.5,69,106
95,339,0.55,64,97
96,351,0.6000000000000001,65,84
97,376,0.65,44,80
98,400,0.7000000000000001,41,59
99,402,0.75,39,59
100,408,0.8,31,61
101,410,0.8500000000000001,28,62
102,448,0.9,16,36
103,457,0.9500000000000001,14,29
104,474,1.0,2,24
105,154,0.0,140,206
106,167,0.05,114,219
107,206,0.1,115,179
108,227,0.15000000000000002,115,158
109,201,0.2,117,182
110,241,0.25,109,150
111,249,0.30000000000000004,102,149
112,259,0.35000000000000003,91,150
113,281,0.4,97,122
114,303,0.45,77,120
115,326,0.5,70,104
116,320,0.55,83,97
117,355,0.6000000000000001,65,80
118,387,0.65,47,66
119,386,0.7000000000000001,47,67
120,394,0.75,44,62
121,421,0.8,30,49
122,430,0.8500000000000001,19,51
123,435,0.9,25,40
124,455,0.9500000000000001,13,32
125,478,1.0,2,20
126,161,0.0,149,190
127,181,0.05,128,191
128,189,0.1,146,165
129,225,0.15000000000000002,105,170
130,228,0.2,97,175
131,257,0.25,96,147
132,277,0.30000000000000004,93,130
133,261,0.35000000000000003,85,154
134,302,0.4,72,126
135,309,0.45,80,111
136,316,0.5,67,117
137,338,0.55,62,100
138,339,0.6000000000000001,51,110
139,369,0.65,55,76
140,382,0.7000000000000001,43,75
141,404,0.75,36,60
142,414,0.8,27,59
143,441,0.8500000000000001,18,41
144,450,0.9,16,34
145,447,0.9500000000000001,14,39
146,465,1.0,9,26
147,170,0.0,153,177
148,183,0.05,122,195
149,213,0.1,107,180
150,225,0.15000000000000002,118,157
151,239,0.2,106,155
152,237,0.25,110,153
153,270,0.30000000000000004,90,140
154,264,0.35000000000000003,81,155
155,288,0.4,89,123
156,306,0.45,75,119
157,303,0.5,75,122
158,321,0.55,83,96
159,365,0.6000000000000001,58,77
160,360,0.65,53,87
161,372,0.7000000000000001,51,77
162,383,0.75,45,72
163,411,0.8,33,56
164,429,0.8500000000000001,25,46
165,452,0.9,12,36
166,445,0.9500000000000001,17,38
167,471,1.0,8,21
168,149,0.0,149,202
169,172,0.05,159,169
170,193,0.1,116,191
171,212,0.15000000000000002,111,177
172,237,0.2,117,146
173,237,0.25,115,148
174,259,0.30000000000000004,93,148
175,253,0.35000000000000003,106,141
176,285,0.4,89,126
177,294,0.45,82,124
178,323,0.5,70,107
179,338,0.55,61,101
180,319,0.6000000000000001,82,99
181,354,0.65,59,87
182,374,0.7000000000000001,46,80
183,410,0.75,29,61
184,407,0.8,32,61
185,428,0.8500000000000001,32,40
186,447,0.9,15,38
187,446,0.9500000000000001,18,36
188,479,1.0,3,18
189,179,0.0,151,170
190,182,0.05,124,194
191,187,0.1,133,180
192,219,0.15000000000000002,101,180
193,218,0.2,101,181
194,247,0.25,110,143
195,244,0.30000000000000004,100,156
196,266,0.35000000000000003,95,139
197,281,0.4,77,142
198,320,0.45,73,107
199,326,0.5,61,113
200,351,0.55,51,98
201,349,0.6000000000000001,68,83
202,374,0.65,53,73
203,392,0.7000000000000001,41,67
204,398,0.75,48,54
205,406,0.8,31,63
206,423,0.8500000000000001,23,54
