,Alive,BH_ratio,Dead,Trans
0,161,0.0,143,196
1,192,0.05,123,185
2,198,0.1,126,176
3,234,0.15000000000000002,118,148
4,220,0.2,120,160
5,236,0.25,96,168
6,274,0.30000000000000004,88,138
7,287,0.35000000000000003,93,120
8,285,0.4,88,127
9,284,0.45,75,141
10,304,0.5,86,110
11,352,0.55,50,98
12,344,0.6000000000000001,63,93
13,381,0.65,35,84
14,374,0.7000000000000001,49,77
15,398,0.75,40,62
16,415,0.8,27,58
17,420,0.8500000000000001,25,55
18,436,0.9,20,44
19,452,0.9500000000000001,10,38
20,476,1.0,3,21
21,171,0.0,133,196
22,189,0.05,123,188
23,206,0.1,119,175
24,208,0.15000000000000002,106,186
25,235,0.2,99,166
26,268,0.25,94,138
27,241,0.30000000000000004,113,146
28,264,0.35000000000000003,99,137
29,292,0.4,88,120
30,297,0.45,79,124
31,319,0.5,71,110
32,321,0.55,65,114
33,353,0.6000000000000001,63,84
34,377,0.65,48,75
35,387,0.7000000000000001,50,63
36,404,0.75,34,62
37,414,0.8,33,53
38,421,0.8500000000000001,29,50
39,435,0.9,22,43
40,459,0.9500000000000001,8,33
41,466,1.0,4,30
42,163,0.0,146,191
43,180,0.05,128,192
44,198,0.1,120,182
45,229,0.15000000000000002,119,152
46,209,0.2,125,166
47,247,0.25,101,152
48,263,0.30000000000000004,106,131
49,260,0.35000000000000003,92,148
50,290,0.4,84,126
51,332,0.45,67,101
52,323,0.5,70,107
53,302,0.55,81,117
54,346,0.6000000000000001,68,86
55,364,0.65,50,86
56,366,0.7000000000000001,56,78
57,396,0.75,44,60
58,412,0.8,33,55
59,416,0.8500000000000001,32,52
60,443,0.9,15,42
61,457,0.9500000000000001,16,27
62,465,1.0,9,26
63,163,0.0,132,205
64,190,0.05,124,186
65,203,0.1,121,176
66,208,0.15000000000000002,125,167
67,233,0.2,119,148
68,246,0.25,102,152
69,278,0.30000000000000004,116,106
70,270,0.35000000000000003,101,129
71,284,0.4,92,124
72,297,0.45,75,128
73,298,0.5,71,131
74,336,0.55,66,98
75,344,0.6000000000000001,52,104
76,376,0.65,45,79
77,382,0.7000000000000001,41,77
78,398,0.75,34,68
