,Alive,BH_ratio,Dead,Trans
0,162,0.0,138,200
1,167,0.05,113,220
2,195,0.1,118,187
3,211,0.15000000000000002,118,171
4,238,0.2,104,158
5,241,0.25,117,142
6,277,0.30000000000000004,94,129
7,266,0.35000000000000003,90,144
8,301,0.4,77,122
9,299,0.45,70,131
10,322,0.5,73,105
11,341,0.55,60,99
12,343,0.6000000000000001,52,105
13,364,0.65,49,87
14,387,0.7000000000000001,52,61
15,394,0.75,35,71
16,405,0.8,28,67
17,429,0.8500000000000001,28,43
18,433,0.9,22,45
19,453,0.9500000000000001,11,36
20,462,1.0,10,28
21,147,0.0,135,218
22,175,0.05,142,183
23,185,0.1,135,180
24,202,0.15000000000000002,125,173
25,222,0.2,101,177
26,246,0.25,107,147
27,263,0.30000000000000004,97,140
28,266,0.35000000000000003,91,143
29,298,0.4,85,117
30,305,0.45,72,123
31,315,0.5,78,107
32,351,0.55,66,83
33,359,0.6000000000000001,52,89
34,360,0.65,55,85
35,370,0.7000000000000001,46,84
36,406,0.75,41,53
37,417,0.8,22,61
38,443,0.8500000000000001,27,30
39,433,0.9,15,52
40,459,0.9500000000000001,13,28
41,468,1.0,10,22
42,165,0.0,133,202
43,184,0.05,136,180
44,197,0.1,112,191
45,200,0.15000000000000002,127,173
46,248,0.2,117,135
47,270,0.25,101,129
48,249,0.30000000000000004,98,153
49,263,0.35000000000000003,90,147
50,293,0.4,86,121
51,321,0.45,72,107
52,321,0.5,73,106
53,321,0.55,76,103
54,350,0.6000000000000001,42,108
55,374,0.65,47,79
56,393,0.7000000000000001,43,64
57,405,0.75,30,65
58,418,0.8,29,53
59,414,0.8500000000000001,27,59
60,443,0.9,19,38
61,458,0.9500000000000001,9,33
62,477,1.0,4,19
63,131,0.0,162,207
64,179,0.05,126,195
65,200,0.1,124,176
66,189,0.15000000000000002,135,176
67,224,0.2,109,167
68,259,0.25,99,142
69,250,0.30000000000000004,102,148
70,257,0.35000000000000003,105,138
71,300,0.4,85,115
72,301,0.45,77,122
73,326,0.5,73,101
74,342,0.55,63,95
75,354,0.6000000000000001,50,96
76,366,0.65,59,75
77,378,0.7000000000000001,51,71
78,387,0.75,45,68
79,407,0.8,27,66
80,420,0.8500000000000001,33,47
81,435,0.9,25,40
82,449,0.9500000000000001,17,34
83,468,1.0,7,25
84,174,0.0,132,194
85,169,0.05,131,200
86,197,0.1,126,177
87,195,0.15000000000000002,125,180
88,221,0.2,117,162
89,241,0.25,108,151
90,255,0.30000000000000004,84,161
91,282,0.35000000000000003,87,131
92,283,0.4,88,129
93,309,0.45,79,112
94,321,0.5,86,93
95,336,0.55,63,101
96,344,0.6000000000000001,61,95
97,369,0.65,44,87
98,374,0.7000000000000001,42,84
99,395,0.75,33,72
100,398,0.8,29,73
101,418,0.8500000000000001,27,55
102,435,0.9,18,47
103,450,0.9500000000000001,17,33
104,477,1.0,8,15
105,166,0.0,144,190
106,188,0.05,104,208
107,208,0.1,124,168
108,214,0.15000000000000002,123,163
109,223,0.2,104,173
110,250,0.25,108,142
111,250,0.30000000000000004,98,152
112,263,0.35000000000000003,91,146
113,289,0.4,89,122
114,287,0.45,87,126
115,299,0.5,80,121
116,324,0.55,74,102
117,358,0.6000000000000001,56,86
118,353,0.65,49,98
119,366,0.7000000000000001,58,76
120,411,0.75,44,45
121,411,0.8,25,64
122,432,0.8500000000000001,20,48
123,431,0.9,23,46
124,455,0.9500000000000001,18,27
125,479,1.0,5,16
126,153,0.0,143,204
127,165,0.05,138,197
128,187,0.1,133,180
129,218,0.15000000000000002,128,154
130,220,0.2,102,178
131,257,0.25,91,152
132,263,0.30000000000000004,103,134
133,290,0.35000000000000003,82,128
134,283,0.4,94,123
135,307,0.45,67,126
136,313,0.5,70,117
137,325,0.55,65,110
138,333,0.6000000000000001,75,92
139,363,0.65,57,80
140,387,0.7000000000000001,41,72
141,404,0.75,30,66
142,410,0.8,25,65
143,432,0.8500000000000001,26,42
144,442,0.9,22,36
145,452,0.9500000000000001,17,31
146,466,1.0,9,25
147,172,0.0,130,198
148,177,0.05,139,184
149,191,0.1,132,177
150,225,0.15000000000000002,106,169
151,230,0.2,113,157
152,231,0.25,99,170
153,236,0.30000000000000004,105,159
154,271,0.35000000000000003,91,138
155,271,0.4,84,145
156,308,0.45,82,110
157,322,0.5,67,111
158,330,0.55,60,110
159,346,0.6000000000000001,62,92
160,380,0.65,46,74
161,380,0.7000000000000001,48,72
162,382,0.75,46,72
163,393,0.8,29,78
164,432,0.8500000000000001,26,42
165,453,0.9,17,30
166,454,0.9500000000000001,15,31
167,471,1.0,5,24
168,181,0.0,117,202
169,186,0.05,125,189
170,199,0.1,104,197
171,194,0.15000000000000002,121,185
172,235,0.2,107,158
173,237,0.25,108,155
174,266,0.30000000000000004,105,129
175,300,0.35000000000000003,81,119
176,306,0.4,73,121
177,303,0.45,74,123
178,332,0.5,63,105
179,323,0.55,66,111
180,356,0.6000000000000001,41,103
181,366,0.65,58,76
182,371,0.7000000000000001,41,88
183,399,0.75,39,62
184,414,0.8,33,53
185,420,0.8500000000000001,20,60
186,435,0.9,22,43
187,451,0.9500000000000001,14,35
188,465,1.0,8,27
189,162,0.0,138,200
190,167,0.05,113,220
191,195,0.1,118,187
192,211,0.15000000000000002,118,171
193,238,0.2,104,158
194,241,0.25,117,142
195,277,0.30000000000000004,94,129
196,266,0.35000000000000003,90,144
197,301,0.4,77,122
198,299,0.45,70,131
199,322,0.5,73,105
200,341,0.55,60,99
201,343,0.6000000000000001,52,105
202,364,0.65,49,87
203,387,0.7000000000000001,52,61
204,394,0.75,35,71
205,405,0.8,28,67
206,429,0.8500000000000001,28,43
207,433,0.9,22,45
208,453,0.9500000000000001,11,36
209,462,1.0,10,28
210,147,0.0,135,218
211,175,0.05,142,183
212,185,0.1,135,180
213,202,0.15000000000000002,125,173
214,222,0.2,101,177
215,246,0.25,107,147
216,263,0.30000000000000004,97,140
217,266,0.35000000000000003,91,143
218,298,0.4,85,117
219,305,0.45,72,123
220,315,0.5,78,107
221,351,0.55,66,83
222,359,0.6000000000000001,52,89
223,360,0.65,55,85
224,370,0.7000000000000001,46,84
225,406,0.75,41,53
226,417,0.8,22,61
227,443,0.8500000000000001,27,30
228,433,0.9,15,52
229,459,0.9500000000000001,13,28
230,468,1.0,10,22
231,165,0.0,133,202
232,184,0.05,136,180
233,197,0.1,112,191
234,200,0.15000000000000002,127,173
235,248,0.2,117,135
236,270,0.25,101,129
237,249,0.30000000000000004,98,153
238,263,0.35000000000000003,90,147
239,293,0.4,86,121
240,321,0.45,72,107
241,321,0.5,73,106
242,321,0.55,76,103
243,350,0.6000000000000001,42,108
244,374,0.65,47,79
245,393,0.7000000000000001,43,64
246,405,0.75,30,65
247,418,0.8,29,53
248,414,0.8500000000000001,27,59
249,443,0.9,19,38
250,458,0.9500000000000001,9,33
251,477,1.0,4,19
252,131,0.0,162,207
253,179,0.05,126,195
254,200,0.1,124,176
255,189,0.15000000000000002,135,176
256,224,0.2,109,167
257,259,0.25,99,142
258,250,0.30000000000000004,102,148
259,257,0.35000000000000003,105,138
260,300,0.4,85,115
261,301,0.45,77,122
262,326,0.5,73,101
263,342,0.55,63,95
264,354,0.6000000000000001,50,96
265,366,0.65,59,75
266,378,0.7000000000000001,51,71
267,387,0.75,45,68
268,407,0.8,27,66
269,420,0.8500000000000001,33,47
270,435,0.9,25,40
271,449,0.9500000000000001,17,34
272,468,1.0,7,25
273,174,0.0,132,194
274,169,0.05,131,200
275,197,0.1,126,177
276,195,0.15000000000000002,125,180
277,221,0.2,117,162
278,241,0.25,108,151
279,255,0.30000000000000004,84,161
280,282,0.35000000000000003,87,131
281,283,0.4,88,129
282,309,0.45,79,112
283,321,0.5,86,93
284,336,0.55,63,101
285,344,0.6000000000000001,61,95
286,369,0.65,44,87
287,374,0.7000000000000001,42,84
288,395,0.75,33,72
289,398,0.8,29,73
