,Alive,BH_ratio,Dead,Trans
0,181,0.0,123,196
1,173,0.05,135,192
2,197,0.1,127,176
3,203,0.15000000000000002,115,182
4,219,0.2,115,166
5,213,0.25,119,168
6,246,0.30000000000000004,104,150
7,293,0.35000000000000003,80,127
8,283,0.4,93,124
9,307,0.45,76,117
10,321,0.5,68,111
11,333,0.55,70,97
12,342,0.6000000000000001,58,100
13,358,0.65,58,84
14,372,0.7000000000000001,43,85
15,376,0.75,46,78
16,418,0.8,36,46
17,431,0.8500000000000001,22,47
18,432,0.9,24,44
19,443,0.9500000000000001,19,38
20,471,1.0,7,22
21,145,0.0,157,198
22,174,0.05,143,183
23,213,0.1,123,164
24,209,0.15000000000000002,126,165
25,231,0.2,99,170
26,272,0.25,101,127
27,264,0.30000000000000004,93,143
28,276,0.35000000000000003,96,128
29,296,0.4,81,123
30,312,0.45,77,111
31,301,0.5,79,120
32,346,0.55,54,100
33,365,0.6000000000000001,48,87
34,346,0.65,58,96
35,384,0.7000000000000001,45,71
36,391,0.75,38,71
37,424,0.8,21,55
38,415,0.8500000000000001,27,58
39,445,0.9,21,34
40,458,0.9500000000000001,12,30
41,474,1.0,9,17
42,164,0.0,141,195
43,192,0.05,127,181
44,192,0.1,123,185
45,213,0.15000000000000002,99,188
46,210,0.2,118,172
47,228,0.25,102,170
48,259,0.30000000000000004,90,151
49,277,0.35000000000000003,93,130
50,293,0.4,77,130
51,298,0.45,78,124
52,327,0.5,74,99
53,316,0.55,86,98
54,350,0.6000000000000001,58,92
55,355,0.65,57,88
56,383,0.7000000000000001,37,80
57,392,0.75,44,64
58,416,0.8,28,56
59,415,0.8500000000000001,21,64
60,426,0.9,24,50
61,447,0.9500000000000001,15,38
62,469,1.0,6,25
63,172,0.0,144,184
64,182,0.05,122,196
65,200,0.1,117,183
66,215,0.15000000000000002,121,164
67,232,0.2,112,156
68,228,0.25,123,149
69,267,0.30000000000000004,89,144
70,248,0.35000000000000003,103,149
71,298,0.4,83,119
72,284,0.45,89,127
73,319,0.5,69,112
74,355,0.55,45,100
75,347,0.6000000000000001,66,87
76,374,0.65,46,80
77,375,0.7000000000000001,51,74
78,399,0.75,39,62
79,393,0.8,49,58
80,423,0.8500000000000001,25,52
81,455,0.9,16,29
82,461,0.9500000000000001,9,30
83,468,1.0,7,25
84,168,0.0,133,199
85,181,0.05,129,190
86,207,0.1,137,156
87,206,0.15000000000000002,107,187
88,242,0.2,97,161
89,253,0.25,108,139
90,250,0.30000000000000004,98,152
91,282,0.35000000000000003,85,133
92,294,0.4,95,111
93,300,0.45,96,104
94,311,0.5,85,104
95,339,0.55,54,107
96,345,0.6000000000000001,67,88
97,368,0.65,62,70
98,377,0.7000000000000001,40,83
99,383,0.75,39,78
100,414,0.8,25,61
101,424,0.8500000000000001,27,49
102,448,0.9,17,35
103,460,0.9500000000000001,8,32
104,478,1.0,5,17
105,171,0.0,148,181
106,183,0.05,112,205
107,205,0.1,122,173
108,222,0.15000000000000002,119,159
109,238,0.2,95,167
110,240,0.25,99,161
111,267,0.30000000000000004,88,145
112,272,0.35000000000000003,89,139
113,291,0.4,74,135
114,305,0.45,66,129
115,321,0.5,64,115
116,335,0.55,70,95
117,352,0.6000000000000001,47,101
118,357,0.65,53,90
119,380,0.7000000000000001,48,72
120,407,0.75,29,64
121,397,0.8,38,65
122,423,0.8500000000000001,29,48
123,444,0.9,15,41
124,443,0.9500000000000001,13,44
125,474,1.0,5,21
126,193,0.0,122,185
127,179,0.05,135,186
128,189,0.1,136,175
129,217,0.15000000000000002,120,163
130,221,0.2,112,167
131,244,0.25,102,154
132,262,0.30000000000000004,101,137
133,278,0.35000000000000003,83,139
134,301,0.4,77,122
135,313,0.45,80,107
136,316,0.5,71,113
137,327,0.55,65,108
138,355,0.6000000000000001,56,89
139,370,0.65,50,80
140,384,0.7000000000000001,39,77
141,388,0.75,43,69
142,417,0.8,27,56
143,408,0.8500000000000001,34,58
144,442,0.9,21,37
145,468,0.9500000000000001,8,24
146,475,1.0,4,21
147,155,0.0,146,199
148,186,0.05,121,193
149,204,0.1,123,173
150,219,0.15000000000000002,115,166
151,228,0.2,114,158
152,241,0.25,116,143
153,253,0.30000000000000004,112,135
154,259,0.35000000000000003,102,139
155,275,0.4,97,128
156,303,0.45,65,132
157,299,0.5,77,124
158,326,0.55,69,105
159,354,0.6000000000000001,59,87
160,363,0.65,53,84
161,375,0.7000000000000001,50,75
162,403,0.75,31,66
163,407,0.8,31,62
164,424,0.8500000000000001,25,51
165,443,0.9,17,40
166,457,0.9500000000000001,12,31
167,475,1.0,6,19
168,146,0.0,127,227
169,183,0.05,137,180
170,206,0.1,114,180
171,234,0.15000000000000002,99,167
172,243,0.2,110,147
173,235,0.25,122,143
174,262,0.30000000000000004,95,143
175,256,0.35000000000000003,87,157
176,286,0.4,86,128
177,299,0.45,75,126
178,317,0.5,74,109
179,336,0.55,67,97
180,348,0.6000000000000001,56,96
181,358,0.65,66,76
182,360,0.7000000000000001,50,90
183,400,0.75,28,72
184,419,0.8,35,46
185,420,0.8500000000000001,21,59
186,446,0.9,11,43
187,446,0.9500000000000001,13,41
188,476,1.0,2,22
189,181,0.0,123,196
190,173,0.05,135,192
191,197,0.1,127,176
192,203,0.15000000000000002,115,182
193,219,0.2,115,166
194,213,0.25,119,168
195,246,0.30000000000000004,104,150
196,293,0.35000000000000003,80,127
197,283,0.4,93,124
198,307,0.45,76,117
199,321,0.5,68,111
200,333,0.55,70,97
201,342,0.6000000000000001,58,100
202,358,0.65,58,84
203,372,0.7000000000000001,43,85
204,376,0.75,46,78
205,418,0.8,36,46
206,431,0.8500000000000001,22,47
207,432,0.9,24,44
208,443,0.9500000000000001,19,38
209,471,1.0,7,22
210,145,0.0,157,198
211,174,0.05,143,183
212,213,0.1,123,164
213,209,0.15000000000000002,126,165
214,231,0.2,99,170
215,272,0.25,101,127
216,264,0.30000000000000004,93,143
217,276,0.35000000000000003,96,128
218,296,0.4,81,123
219,312,0.45,77,111
220,301,0.5,79,120
221,346,0.55,54,100
222,365,0.6000000000000001,48,87
223,346,0.65,58,96
224,384,0.7000000000000001,45,71
225,391,0.75,38,71
226,424,0.8,21,55
227,415,0.8500000000000001,27,58
228,445,0.9,21,34
229,458,0.9500000000000001,12,30
230,474,1.0,9,17
231,164,0.0,141,195
232,192,0.05,127,181
233,192,0.1,123,185
234,213,0.15000000000000002,99,188
235,210,0.2,118,172
236,228,0.25,102,170
237,259,0.30000000000000004,90,151
238,277,0.35000000000000003,93,130
239,293,0.4,77,130
240,298,0.45,78,124
241,327,0.5,74,99
242,316,0.55,86,98
243,350,0.6000000000000001,58,92
244,355,0.65,57,88
245,383,0.7000000000000001,37,80
246,392,0.75,44,64
247,416,0.8,28,56
248,415,0.8500000000000001,21,64
249,426,0.9,24,50
250,447,0.9500000000000001,15,38
251,469,1.0,6,25
252,172,0.0,144,184
253,182,0.05,122,196
254,200,0.1,117,183
255,215,0.15000000000000002,121,164
256,232,0.2,112,156
257,228,0.25,123,149
258,267,0.30000000000000004,89,144
259,248,0.35000000000000003,103,149
260,298,0.4,83,119
261,284,0.45,89,127
262,319,0.5,69,112
263,355,0.55,45,100
264,347,0.6000000000000001,66,87
265,374,0.65,46,80
266,375,0.7000000000000001,51,74
267,399,0.75,39,62
