,5009173,334661,1513896,4661852,5004999,367872,1340918
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.41379,1.0,1.0,0.79254,0.28758,0.29369,0.22764
2,0.5072,1.0,1.0,0.79254,0.57523,0.58346,0.45661
3,0.60063,1.0,1.0,0.79254,0.82673,0.8586,0.67275
4,0.69408,1.0,1.0,0.79254,0.97206,0.9924,0.78888
5,0.78696,1.0,1.0,0.79254,1.0,1.0,0.9027
6,0.88,1.0,1.0,1.0,1.0,1.0,1.0
7,0.94063,1.0,1.0,1.0,1.0,1.0,1.0
