READ SERR 1
@45.pco
!
4.99999989E-3 4.99999989E-3 0.117010467
1.49999997E-2 4.99999989E-3 0.117036998
2.50000004E-2 4.99999989E-3 0.117090069
3.50000001E-2 4.99999989E-3 0.117169656
4.50000018E-2 4.99999989E-3 0.117275782
5.49999997E-2 4.99999989E-3 0.117408417
6.49999976E-2 4.99999989E-3 0.117567576
7.5000003E-2 4.99999989E-3 0.117753245
8.50000009E-2 4.99999989E-3 0.117965423
9.49999988E-2 4.99999989E-3 0.118204087
0.104999997 4.99999989E-3 0.118469238
0.115000002 4.99999989E-3 0.118760869
0.125 4.99999989E-3 0.119078957
0.135000005 4.99999989E-3 0.119423501
0.144999996 4.99999989E-3 0.119794481
0.155000001 4.99999989E-3 0.12019188
0.165000007 4.99999989E-3 0.120615691
0.174999997 4.99999989E-3 0.121065892
0.185000002 4.99999989E-3 0.121542461
0.194999993 4.99999989E-3 0.122016408
0.204999998 4.99999989E-3 0.122462451
0.215000004 4.99999989E-3 0.122930668
0.224999994 4.99999989E-3 0.123421043
0.234999999 4.99999989E-3 0.123933561
0.245000005 4.99999989E-3 0.124468192
0.254999995 4.99999989E-3 0.125024915
0.264999986 4.99999989E-3 0.125603721
0.275000006 4.99999989E-3 0.12620458
0.284999996 4.99999989E-3 0.126827464
0.294999987 4.99999989E-3 0.127472341
0.305000007 4.99999989E-3 0.127896979
0.314999998 4.99999989E-3 0.128314048
0.324999988 4.99999989E-3 0.128744394
0.335000008 4.99999989E-3 0.129188001
0.344999999 4.99999989E-3 0.129644841
0.354999989 4.99999989E-3 0.130114913
0.36500001 4.99999989E-3 0.130598187
0.375 4.99999989E-3 0.131267577
0.38499999 4.99999989E-3 0.132407233
0.395000011 4.99999989E-3 0.133576274
0.405000001 4.99999989E-3 0.13477467
0.414999992 4.99999989E-3 0.136002377
0.425000012 4.99999989E-3 0.137259319
0.435000002 4.99999989E-3 0.138545483
0.444999993 4.99999989E-3 0.139420182
0.455000013 4.99999989E-3 0.140285566
0.465000004 4.99999989E-3 0.141169652
0.474999994 4.99999989E-3 0.142072394
0.485000014 4.99999989E-3 0.142993763
0.495000005 4.99999989E-3 0.143857285
0.504999995 4.99999989E-3 0.144619271
0.514999986 4.99999989E-3 0.145395979
0.524999976 4.99999989E-3 0.14618738
0.535000026 4.99999989E-3 0.146993428
0.545000017 4.99999989E-3 0.148002163
0.555000007 4.99999989E-3 0.149315357
0.564999998 4.99999989E-3 0.150651425
0.574999988 4.99999989E-3 0.152010351
0.584999979 4.99999989E-3 0.153392062
0.595000029 4.99999989E-3 0.155156821
0.605000019 4.99999989E-3 0.157034576
0.61500001 4.99999989E-3 0.158942088
0.625 4.99999989E-3 0.160879284
0.63499999 4.99999989E-3 0.162551731
0.644999981 4.99999989E-3 0.164000064
0.654999971 4.99999989E-3 0.165469766
0.665000021 4.99999989E-3 0.166960791
0.675000012 4.99999989E-3 0.168707609
0.685000002 4.99999989E-3 0.170685366
0.694999993 4.99999989E-3 0.172690392
0.704999983 4.99999989E-3 0.174722582
0.714999974 4.99999989E-3 0.176969394
0.725000024 4.99999989E-3 0.179312736
0.735000014 4.99999989E-3 0.181686312
0.745000005 4.99999989E-3 0.183958307
0.754999995 4.99999989E-3 0.185316443
0.764999986 4.99999989E-3 0.186691299
0.774999976 4.99999989E-3 0.188082814
0.785000026 4.99999989E-3 0.189359024
0.795000017 4.99999989E-3 0.190583304
0.805000007 4.99999989E-3 0.191821754
0.814999998 4.99999989E-3 0.193801656
0.824999988 4.99999989E-3 0.197212026
0.834999979 4.99999989E-3 0.200660169
0.845000029 4.99999989E-3 0.20393081
0.855000019 4.99999989E-3 0.205893144
0.86500001 4.99999989E-3 0.207876295
0.875 4.99999989E-3 0.209869802
0.88499999 4.99999989E-3 0.211645782
0.894999981 4.99999989E-3 0.213439807
0.904999971 4.99999989E-3 0.215347588
0.915000021 4.99999989E-3 0.2195483
0.925000012 4.99999989E-3 0.22378996
0.935000002 4.99999989E-3 0.227982074
0.944999993 4.99999989E-3 0.231581226
0.954999983 4.99999989E-3 0.23521404
0.964999974 4.99999989E-3 0.237829477
0.975000024 4.99999989E-3 0.23786442
0.985000014 4.99999989E-3 0.237899676
0.995000005 4.99999989E-3 0.239896268
1.005 4.99999989E-3 0.243707761
1.01499999 4.99999989E-3 0.247552142
1.02499998 4.99999989E-3 0.252126634
1.03499997 4.99999989E-3 0.256890446
1.04499996 4.99999989E-3 0.261241138
1.05499995 4.99999989E-3 0.263597697
1.06500006 4.99999989E-3 0.26597333
1.07500005 4.99999989E-3 0.269828796
1.08500004 4.99999989E-3 0.274696678
1.09500003 4.99999989E-3 0.27944991
1.10500002 4.99999989E-3 0.282095462
1.11500001 4.99999989E-3 0.284761071
1.125 4.99999989E-3 0.289333165
1.13499999 4.99999989E-3 0.295296133
1.14499998 4.99999989E-3 0.300709814
1.15499997 4.99999989E-3 0.302604616
1.16499996 4.99999989E-3 0.304512858
1.17499995 4.99999989E-3 0.31097281
1.18499994 4.99999989E-3 0.319027543
1.19500005 4.99999989E-3 0.326123863
1.20500004 4.99999989E-3 0.331665874
1.21500003 4.99999989E-3 0.337038636
1.22500002 4.99999989E-3 0.339588672
1.23500001 4.99999989E-3 0.342155308
1.245 4.99999989E-3 0.347967535
1.255 4.99999989E-3 0.354721785
1.26499999 4.99999989E-3 0.35998717
1.27499998 4.99999989E-3 0.363915414
1.28499997 4.99999989E-3 0.368517697
1.29499996 4.99999989E-3 0.374621898
1.30499995 4.99999989E-3 0.380956054
1.31500006 4.99999989E-3 0.388834298
1.32500005 4.99999989E-3 0.396758288
1.33500004 4.99999989E-3 0.404377252
1.34500003 4.99999989E-3 0.412020683
1.35500002 4.99999989E-3 0.417635083
1.36500001 4.99999989E-3 0.422797263
1.375 4.99999989E-3 0.426264942
1.38499999 4.99999989E-3 0.429004788
1.39499998 4.99999989E-3 0.438914895
1.40499997 4.99999989E-3 0.453481823
1.41499996 4.99999989E-3 0.461988866
1.42499995 4.99999989E-3 0.465355784
1.43499994 4.99999989E-3 0.470729083
