4.3e-01    13.3    -100000     137995
4.7e-01    17.5    -100000    4162349
5.0e-01    14.1    -100000    6268809
2.7e+00    14.2    -100000    6301669
4.5e-02     6.7    -100000    6305434
1.2e-01     8.7    -100000    7015763
2.0e+00    12.5    -100000    8397641
2.6e+01    26.2    -100000    8642489
4.9e+00    13.8    -110000     701482
1.8e-02     9.8    -110000    1875155
2.9e-01     9.1    -110000    2650520
1.5e-01     6.3    -110000    4507007
3.7e-01    14.3    -110000    4837351
4.0e-01    26.9    -110000    5679579
4.2e-01    16.1    -110000    6323259
5.6e+00    17.8    -110000    7854570
4.7e-01    13.9    -110000    8647934
7.0e-02    24.9    -120000     450577
2.0e-01    29.1    -120000    1715341
3.1e-02     7.0    -120000    2171293
2.8e-01     8.9    -120000    6258550
3.1e-01    16.8    -120000    6766320
2.9e-01    14.7    -120000    7083888
5.2e-01    25.5    -120000    7110501
1.2e-02     6.7    -120000    7689233
4.6e-04     1.4    -130000     676036
2.8e-01    15.2    -130000     964901
3.4e-01     8.1    -130000    1190273
2.9e-01     9.3    -130000    2074406
7.7e-02    13.2    -130000    2310249
1.2e-01    19.9    -130000    5308955
6.7e-03     7.6    -130000    6407445
3.4e-01    27.2    -130000    6764163
4.4e-01    27.2    -130000    8207376
6.9e-01     6.5    -140000     411667
9.7e-02     8.1    -140000     529705
4.2e-01    20.6    -140000    3383926
1.3e-01    16.6    -140000    5116308
2.5e-01    16.0    -140000    5487430
4.6e-01    25.3    -140000    5602411
4.8e-01    16.6    -140000    7025519
3.9e-01    16.2    -140000    7403635
2.6e-01     7.1    -140000    8417072
7.0e-01    14.8    -150000     588856
2.6e-04     1.4    -150000     887864
7.2e+00    22.1    -150000    1598885
2.8e-01     9.0    -150000    1878931
1.3e+00     1.3    -150000    4151567
2.9e-01    16.1    -150000    5494017
2.0e-01    15.5    -150000    6755623
1.2e-01     7.1    -150000    8011234
3.5e-01     6.1    -150000    8139540
4.2e-01    13.8    -150000    8262863
8.0e-02     7.4    -150000    8540672
3.0e-01    20.0    -160000      29135
1.1e-01    19.3    -160000     799726
3.3e+00    25.4    -160000    2396371
3.0e-01     9.3    -160000    3328253
3.8e-01    22.1    -160000    4095727
3.3e-01    21.1    -160000    4782615
5.7e-01    30.2    -160000    5845851
2.8e-01     9.3    -160000    7624718
7.0e-01     6.4    -160000    7915168
5.2e-01    27.7    -160000    8670628
1.4e-01    18.3    -170000     847984
5.5e-01    12.7    -170000    4350679
4.2e-01    25.4    -170000    4546140
1.9e-01    13.5    -170000    5124095
1.3e+01    19.7    -170000    5138711
3.3e-01     6.9    -170000    5439165
2.5e+01     8.8    -170000    5947871
6.7e-01    25.6    -170000    6371795
2.0e-01     6.7    -180000     877270
3.3e+00    19.7    -180000    1818615
6.2e-02    15.1    -180000    2617514
2.0e-01    15.1    -180000    3514948
6.9e-01    24.2    -180000    4346984
5.3e-01     6.8    -180000    4545293
7.7e-02    13.9    -180000    6440332
2.0e-01     8.1    -180000    6991813
4.9e-01    12.9    -180000    7831863
2.6e-01     9.8    -180000    7910248
3.3e-01    24.9    -180000    8217768
7.6e-01    12.6    -190000     279657
3.7e+00     8.6    -190000     285125
2.8e-01    15.9    -190000    1004210
2.7e-01    20.8    -190000    2302323
4.6e-01    16.7    -190000    3708304
2.6e-01     8.1    -190000    4155652
1.7e-01    14.8    -190000    4930651
9.9e-02    13.4    -190000    5233116
2.5e-01     8.2    -190000    5248849
2.5e-01    15.1    -190000    6247735
2.3e-01    14.6    -190000    8362592
1.4e-01    15.7     -10000     318834
7.4e-02     7.3     -10000    4146117
4.6e+00    24.9     -10000    4288212
7.8e-02    16.3     -10000    4874534
4.6e-01    28.2     -10000    5783778
7.8e-01    14.8     -10000    6112452
2.1e+00    15.1     -10000    6150908
2.7e-01     8.9     -10000    8673465
1.1e+00     1.3    -200000     571011
3.2e-01     7.8    -200000    3600256
4.5e-01    16.0    -200000    3990108
4.2e-01    20.9    -200000    5531266
2.5e-01     8.1    -200000    5722626
3.7e-01     7.2    -200000    6920558
1.2e+00     9.0    -200000    6955937
2.0e-01     6.7    -200000    7653811
1.3e-01    14.0     -20000     109405
2.7e-01     8.3     -20000    1997464
2.7e-01     8.2     -20000    2259468
3.2e-01     7.3     -20000    2395506
6.4e+00    24.9     -20000    2470391
1.2e+00    15.0     -20000    4528189
2.0e-04     1.4     -20000    4884946
1.1e+00     9.2     -20000    5722732
8.2e-01    27.2     -20000    7672042
1.1e-01     6.5     -20000    7723527
2.4e-01    21.8     -30000    1519143
1.9e-01    13.5     -30000    2038136
4.2e-03     1.5     -30000    3540382
8.8e-02     7.6     -30000    3732170
6.6e-02    24.9     -30000    5015139
2.5e-04     1.4     -30000    5293165
3.1e-01    13.5     -30000    6634522
2.3e-01     8.4     -30000    7992688
1.7e-01    15.1     -30000    8157336
5.9e-01    27.0     -30000    8450769
2.7e-01    15.1     -30000    8785758
1.4e+00     9.4     -40000     318866
3.2e-01     7.7     -40000    2359117
5.3e-01    25.3     -40000    3125011
9.9e-01    11.7     -40000    3858706
1.8e-01     8.3     -40000    4251711
4.1e-01    16.1     -40000    4386837
6.8e-01    14.1     -40000    5609989
3.0e-01     9.1     -40000    6026773
6.8e-02    14.6     -40000    7606334
2.7e-01    26.6     -50000     483500
3.6e-01     7.8     -50000     732929
1.5e-01    14.6     -50000    1929521
2.6e-01     8.7     -50000    6720658
1.8e-01    18.2     -50000    7042773
1.9e-01     6.6     -50000    8332206
1.8e-01    14.1     -60000     271958
4.4e-01    12.1     -60000    4092021
2.1e-01    13.6     -60000    4348707
4.5e-01    15.2     -60000    5310668
1.1e-01    25.7     -60000    5404683
1.9e+00    15.0     -60000    6272796
6.4e+01    18.5     -60000    7786428
4.6e-02     6.8     -60000    8776946
2.0e-01     7.4     -70000    1542027
3.0e+00    27.4     -70000    2237675
1.6e-01     7.4     -70000    2852100
5.1e-02    12.0     -70000    3676230
3.6e-01    18.5     -70000    4250580
9.9e-02     6.9     -70000    5489991
1.9e+00    11.7     -70000    5663787
8.2e-02     7.2     -70000    6114965
4.9e-01    12.9     -70000    6608126
2.7e-01     8.5     -70000    8587595
3.6e-02     7.1     -80000     109691
3.0e+00     8.2     -80000     519472
1.8e-01    13.9     -80000     986920
5.1e-01    17.7     -80000    2570665
1.9e-01    34.9     -80000    3149266
8.9e+00    19.6     -80000    3173012
1.8e-01     8.0     -80000    3511035
5.1e-01    38.3     -80000    3529051
1.8e+00    14.6     -80000    5260108
1.5e-01     7.2     -80000    7329011
5.2e-01    12.8     -90000     352264
1.5e-01    27.6     -90000    1103120
9.7e-01    13.3     -90000    3689284
3.1e-01     1.3     -90000    4126152
1.3e-01    25.5     -90000    4450235
2.0e-01    14.5     -90000    4720832
1.9e-04     1.4     -90000    6065711
7.6e-03     1.4     -90000    7247159
3.6e-02     7.4     -90000    8233130
3.1e-01    16.5     -90000    8817436
4.5e-01    29.8     -90000    8830866
