logx logy logyerr
39.10000000000009 1.9511383000257267 0.04192011902472474
39.30000000000009 1.85394144588049 0.04784145185592503
39.50000000000009 1.7127843457088674 0.057583383122580926
39.700000000000095 1.6033825735835439 0.06525058879547978
39.9000000000001 1.4960574176013492 0.07536561858862033
40.1000000000001 1.3673745598741969 0.09039918976118266
40.300000000000104 1.2599281903747528 0.09962773380442243
40.50000000000011 1.1252209363165644 0.11566703482201854
40.70000000000011 0.9391696796251774 0.14386642853190693
40.90000000000011 0.7691556907143988 0.17787239362040397
41.100000000000115 0.598899887063883 0.22134430143124845
41.30000000000012 0.4462264017781631 0.26830563060157353
41.50000000000012 0.29819786710981516 0.31829879439816394
41.700000000000124 0.12613140726198435 0.39642279248817575
