,5122753,5218402,5188108,4619631,1349311,977110,5276290,854679,4811187,5345295,5082853,5025033,5261751,4679621,621242,3098114,4476729,1640997,3611780,5224744,3067716,4831653,5273710,231536,4877773,5104184,2586985,433085,2597116,1849088
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.06368,0.02717,0.43848,0.14956,0.13728,0.0001,0.73923,7e-05,0.74855,0.02734,0.4123,0.73841,0.44836,0.0,0.76235,0.82489,0.0,0.0,0.08631,0.49344,0.09096,0.0,0.0,0.0,0.65206,0.06281,0.29583,0.52713,0.06422,1.0
2,0.12802,0.05413,0.77251,1.0,0.27368,0.00019,1.0,0.00012,1.0,0.05495,0.41992,1.0,0.68276,1.0,1.0,1.0,0.0,1.0,1.0,0.74071,1.0,1.0,0.0,1.0,0.65926,0.12533,0.44328,0.98382,0.12851,1.0
3,0.19207,0.08084,0.87307,1.0,0.41255,0.00025,1.0,0.00019,1.0,0.08202,0.42775,1.0,0.90708,1.0,1.0,1.0,0.0,1.0,1.0,0.91997,1.0,1.0,0.0,1.0,0.66712,0.18971,0.51754,1.0,0.19221,1.0
4,0.25665,0.10794,1.0,1.0,0.55413,0.00037,1.0,0.0003,1.0,0.10875,0.43563,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.94617,1.0,1.0,0.0,1.0,0.67504,0.25583,0.66086,1.0,0.25708,1.0
5,0.31771,0.13453,1.0,1.0,0.69962,0.0004,1.0,0.00041,1.0,0.13492,0.44354,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.97292,1.0,1.0,0.0,1.0,0.6827,0.32086,0.7138,1.0,0.32145,1.0
6,0.35022,0.16054,1.0,1.0,0.83962,0.00047,1.0,0.00048,1.0,0.162,0.45136,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.69067,0.38363,0.76677,1.0,0.38733,1.0
7,0.3817,0.18784,1.0,1.0,0.92357,0.00051,1.0,0.00057,1.0,0.18814,0.45924,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.69822,0.44783,0.80493,1.0,0.45127,1.0
